 	mi	si	gonfiò	il	dito	</S>
m	0.67419684	0.21747171	0.09158951342	0.0142924498725	0.0003775070092	0.0020720482502
u	0.505486916667	0.364827636667	0.111360872473	0.0155109675242	0.000741402883067	0.00207227415537
p	0.322957841556	0.317066135556	0.340412532158	0.00680263680807	0.00327254996102	0.00948837589042
r	0.165596449852	0.238832041852	0.522239387386	0.0360389696694	0.0252846616537	0.0120085333101
ì	0.121250980951	0.190031216284	0.604848355795	0.0496971440565	0.0301186201846	0.0040536827238
s	0.067477096317	0.089139510428	0.802545995265	0.0218127526188	0.0128269230282	0.00619767884837
t	0.0470886047723	0.0619224138093	0.805631428422	0.0602813613063	0.0165970130094	0.00847916861612
i	0.0543626625908	0.0475887489364	0.549888589474	0.275902217102	0.0649300076698	0.00732778253871
t	0.0476799436303	0.0256999095121	0.240775231825	0.298857241867	0.379320462557	0.00766721377957
o	0.0162742693234	0.00974941618737	0.100760279075	0.118669813456	0.749685614186	0.00486064185852
d	0.00553267502113	0.00349013401246	0.038483771825	0.0559472219187	0.893594584729	0.00295161595151
à	0.00211432082371	0.00162250587082	0.0221109709417	0.0408411114062	0.92155567491	0.0117553676505
t	0.00488352352457	0.00488502802361	0.0286815036472	0.0482985604687	0.892478238303	0.0207731108835
t	0.00568086212819	0.0057231672012	0.0252103241824	0.0347218454896	0.673559312768	0.255104491961
i	0.00398772699606	0.00275947749373	0.00936781219413	0.0201996238299	0.339562387589	0.62412299732
l	0.00473174373202	0.00335914753124	0.0104363972314	0.0142542289433	0.452103879196	0.515114614107
o	0.00307776457734	0.00291303411041	0.0106225403038	0.0105961894144	0.515620616399	0.457169843036
</S>	0.00167708918867	0.0015866032552	0.0055058419919	0.0072732978572	0.3403198432	0.643637306518
