 	se	aveva	vestito	la	figlia	l	avessi	portato	alla	chiesa	</S>
a	0.946703575	0.0092085186	0.03392255575	0.00014145457	0.009578043435	9.02203825e-05	0.00034934200395	6.324178865e-06	2.07749591e-09	1.74554431e-09	3.59858605e-09
n	0.615120514678	0.340966523533	0.0334216477833	8.71349856667e-05	0.00952917760577	3.77731209e-05	0.00080063903465	3.6593331955e-05	5.36832497e-09	2.80157706033e-08	3.29028434833e-08
ì	0.205073092379	0.777116874511	0.0138226315611	3.66085742222e-05	0.00317649517264	1.2938915976e-05	0.000718756831974	4.25634170431e-05	5.1394387491e-09	3.57098566869e-08	4.04296311613e-08
c	0.068400001843	0.91872525817	0.011507078287	4.97510947407e-05	0.00105903745279	4.78790723467e-06	0.000239805959882	1.42273495058e-05	1.73951931747e-09	1.19068727817e-08	1.67185153873e-08
h	0.0316001115227	0.74642133939	0.213880349096	0.00188777314825	0.0059173487029	0.000207722610378	8.04827160273e-05	4.81771070727e-06	1.68584741449e-09	4.01141419423e-09	9.0903709391e-09
e	0.0194270894409	0.36202905993	0.608132379699	0.00251319286608	0.0075944225843	0.000274996112183	2.71598410071e-05	1.64172386578e-06	1.64317318336e-09	1.37624395046e-09	3.30758933488e-09
n	0.00660850156363	0.28788189011	0.6906653899	0.0118874741054	0.00259462933043	0.000344343446118	1.58646904003e-05	1.81530431329e-06	1.30885027299e-09	4.60769541199e-10	3.61777296568e-08
d	0.00439314343788	0.27829187337	0.683175096633	0.0318872497018	0.00115621304581	0.00108235324871	1.21020796044e-05	1.87416847456e-06	2.364013791e-09	1.55638084203e-10	4.72752308589e-08
ì	0.00369576789596	0.245307401123	0.719674728878	0.0295375655673	0.000691960921937	0.00108785433224	4.0527873648e-06	6.29725638987e-07	3.066142497e-09	5.1973114321e-11	1.59131688783e-08
s	0.00374514228199	0.234452625708	0.618829292959	0.140305870856	0.000480897717312	0.00218074329341	4.45399864727e-06	8.03343490329e-07	3.46748466567e-09	1.7616607257e-11	1.65805935578e-07
o	0.003976812204	0.095963038236	0.638407497653	0.200178875619	0.0587771312258	0.00269099648114	4.57392161042e-06	8.57367990383e-07	5.65095035522e-09	6.23912373233e-12	2.15779232585e-07
n	0.00167171162467	0.0753817337453	0.538540559218	0.288754403873	0.0877107474086	0.00775533577705	0.000139971739431	4.45568931571e-05	1.24540010452e-07	1.61510278574e-11	8.77233921587e-07
t	0.00173232432156	0.0977026445818	0.396979379739	0.421718101291	0.0684921144695	0.0131283569257	0.00018638000781	5.92361631057e-05	3.91065223484e-07	2.18751376191e-11	1.10946195053e-06
a	0.00194633292719	0.0648106777273	0.31641091658	0.33053003043	0.273177909823	0.0130374573086	6.56989714033e-05	1.99917017486e-05	6.61968881161e-07	5.30307642064e-11	3.82594803177e-07
i	0.000928755232063	0.0327652797758	0.156139477193	0.26584159681	0.518545003274	0.0248623344362	0.000884454124601	3.12580025762e-05	1.78089538039e-06	1.02746188069e-10	1.32337599059e-07
k	0.000339351407021	0.0229291839253	0.065061729731	0.462339705603	0.391695908758	0.0529471868121	0.0041839027082	0.000323681980859	1.98025846935e-05	1.28211801594e-08	0.000159592490521
i	0.00019838726234	0.0109664419084	0.0315679462437	0.452119880534	0.447647493919	0.052295709604	0.0045390225694	0.00040992066262	4.09947228978e-05	2.70250589386e-07	0.00021398195594
a	0.000167238397447	0.0111516519028	0.0192400110812	0.222840528845	0.69114400464	0.044431153868	0.0103882568565	0.00050408577654	6.01400222993e-05	3.50300162462e-07	7.25985983967e-05
t	0.000309550319149	0.0158861346343	0.0158449366937	0.252608989615	0.527300471547	0.117589884623	0.0628995442855	0.00715146175885	8.55312334331e-05	1.38333159154e-07	0.000323372800116
è	0.000318273235816	0.0107223828248	0.00973765001123	0.216753327872	0.244435427849	0.136176876541	0.360172421429	0.0210003479196	0.000261415479144	1.38160812051e-07	0.000421791958372
r	0.000488745164705	0.00880634555493	0.00631165545041	0.151525880624	0.15254073995	0.22308054718	0.433985417143	0.0207432574732	0.00198495285971	2.36419934017e-07	0.000532246744457
a	0.000887049754902	0.00841972781831	0.00647347858347	0.125337145208	0.156131943317	0.416183172393	0.192383017714	0.0480795323244	0.0444610332866	0.000619708038178	0.00102415651482
i	0.000649366771634	0.00453425983944	0.00366039995116	0.0468684660693	0.0992178397723	0.415043770798	0.226622574571	0.133876294108	0.0678867557622	0.000826797114193	0.000813459503707
n	0.000239890052545	0.00375974044648	0.00151797008372	0.0201107740231	0.0383388225241	0.277225096933	0.37986729819	0.238236294703	0.0396526989207	0.000276726778898	0.000774669233336
ì	9.1568616685e-05	0.00231284929549	0.000651504295107	0.00968455539103	0.0139200723747	0.136657698778	0.512947839397	0.300372664901	0.0224741246402	9.45928714327e-05	0.000792485231112
c	4.0842835065e-05	0.00666894401183	0.000389939155569	0.00539649251368	0.00552832189157	0.056593097726	0.643232146466	0.2573634883	0.0225187858801	5.03296262442e-05	0.0022175801637
h	0.0159701752174	0.0645038220039	0.0424684206185	0.0444678435046	0.00588735679719	0.053818074242	0.466879843155	0.145160681767	0.139648770293	0.0133075419054	0.00788743805457
a	0.0235187520725	0.080070766168	0.0593066452062	0.0558886428015	0.0106309915991	0.0527859940807	0.159691331518	0.085174459589	0.333159113431	0.0996781616351	0.0400951066849
p	0.0118475483575	0.0340109802227	0.0270194920687	0.0348635592338	0.012152469533	0.0593423840269	0.0586257696393	0.064792065863	0.529545861144	0.116357824445	0.0514420442283
à	0.00572008119017	0.0165836183009	0.0133057435429	0.0274775059446	0.007386771901	0.054397353009	0.0800380162131	0.223711821288	0.485150920381	0.053907623715	0.0323205590761
r	0.00543282613439	0.0103953949936	0.00984900370097	0.0237325915149	0.006721477357	0.059450174003	0.0840660935044	0.270137012696	0.451083906794	0.0340432602383	0.0450882403587
