 	non	aveva	cosa	a	fare	</S>
e	0.90016707	0.0876164045	0.01179083075	0.000378445545	4.401762e-05	3.3147848e-06
n	0.619478210167	0.351088531167	0.02043919875	0.00361065287167	0.00333818855667	0.00204531795547
ì	0.207259496572	0.762435827056	0.0185601749833	0.00459515793566	0.00442339422069	0.00272599313042
c	0.070865193874	0.896555192352	0.0264182863944	0.00281639165699	0.00226183394203	0.00108313362207
h	0.0817800932913	0.792015397451	0.116150712131	0.006457453919	0.00302436768068	0.000572034274023
e	0.0948011357638	0.452494531484	0.44061227071	0.009346006973	0.00251825514689	0.000227866634908
t	0.0647925032546	0.167747953495	0.720693890237	0.0388485706577	0.00661865843563	0.0012984621552
i	0.0446826293182	0.070443305165	0.587134740079	0.263416181886	0.0323486204785	0.00197456607173
k	0.0158902782241	0.025679292035	0.28381478458	0.310959377295	0.361325476826	0.00233085191058
à	0.00537996115603	0.010413680325	0.0972298484133	0.138036809098	0.717637408942	0.0313023147369
m	0.00290717224868	0.006867382775	0.0380644111378	0.0854826030327	0.826172452981	0.040505967379
i	0.00368460381623	0.004251819525	0.0189757043793	0.0454939896776	0.633586580994	0.29400729826
</S>	0.00435679600811	0.0027031176625	0.0138920491897	0.0324244078388	0.380210985497	0.56641264913
