 	forse	non	li	ha	a	casa	</S>
f	0.953385085	0.029080634	0.01697762435	0.000226310495	5.56029415e-05	6.99065959e-05	0.000204708505955
ò	0.950300795	0.0313876926667	0.01777959905	0.000205803741933	5.17407013667e-05	6.9577655145e-05	0.000204685913667
r	0.941560898333	0.0395117738889	0.0183522462833	0.000111559724244	2.73866849889e-05	5.00726182267e-05	0.000386010866238
s	0.899718899444	0.0622382412963	0.0368795430944	0.000619014841415	5.32359853296e-05	4.42390041422e-05	0.000446778202079
i	0.597117678148	0.261062763765	0.140647247698	0.000939403447138	6.78644651099e-05	1.57209368241e-05	0.00014931049896
e	0.258539447716	0.435876487922	0.304896239233	0.000567491272379	6.39501300366e-05	6.5805589847e-06	4.98344930567e-05
t	0.165263035905	0.327129455974	0.472239563078	0.00463905778079	0.00295788640168	0.00464349555233	0.0231275020062
u	0.0884723071683	0.207955505325	0.653545807693	0.00806261092693	0.00493353320056	0.00620973700411	0.0308204859596
s	0.0372984769228	0.133740808442	0.671063842564	0.0513763966423	0.0365276716335	0.0243668468214	0.0456259242774
è	0.0216630486409	0.101623469481	0.637145734188	0.0969234155474	0.0598357105445	0.0321100061738	0.0506986001125
c	0.0145787828803	0.0856918114937	0.473535518063	0.0830527218491	0.0586489701815	0.199630419291	0.0848618003908
h	0.0144532016268	0.0441165601646	0.227425332688	0.14949036395	0.0836568267272	0.363633359764	0.117224376797
i	0.0135438905423	0.0305355710549	0.151316380896	0.214170521317	0.227597098909	0.260340953255	0.102495615599
è	0.0258137311808	0.0392213033516	0.128287510299	0.220217647106	0.385262906303	0.123570184418	0.0776267283663
s	0.0953183457269	0.122899777784	0.1657817701	0.200856589035	0.315767823768	0.0639456971393	0.0354299699554
s	0.100061450529	0.128890767595	0.132245289167	0.114492959678	0.162159566256	0.0736199680464	0.288529973985
u	0.033450901593	0.0432857611983	0.0450556593223	0.0477294768927	0.0904762404187	0.0735902716821	0.666411657995
</S>	0.0168038499915	0.0219850660992	0.0233029753611	0.0249003389463	0.0721840427093	0.0547440093411	0.786079678997
