 	devo	comprare	il	pane	ogni	ogni	giorno	</S>
è	0.4680089775	0.529179247	0.0012438444	0.00154144627	2.6403115e-05	9.2006777e-08	2.09271037e-08	7.53703475e-10
n	0.1648829125	0.833311802333	0.0009654837	0.000787557376667	4.37083226667e-05	3.52944729e-07	8.10895407257e-06	6.7357153825e-08
a	0.063079187	0.935661087444	0.00080219051	0.000404105862289	4.21250167222e-05	4.144791827e-07	1.07919303626e-05	8.9239877293e-08
v	0.1291080035	0.669778381148	0.0205129099133	0.180490791751	7.70329747407e-05	1.01198553393e-06	4.98711905932e-06	2.68901253618e-05
o	0.1591561315	0.566652345716	0.0334617679711	0.240558889542	0.000130194764914	1.77335761131e-06	3.06336661977e-06	3.58241029144e-05
r	0.0663475815	0.783226548572	0.023370634657	0.115851667139	0.010747033595	0.000112568120804	0.00023142864254	0.000112531516765
à	0.0845041611667	0.584211522857	0.191377431552	0.122564090713	0.0166914725317	0.000205469986935	0.00030775426566	0.000138123657878
s	0.123691463722	0.243127296619	0.269301410517	0.355168443571	0.00813772015057	0.000128053669645	0.000103823877567	0.000341809994916
o	0.084219952574	0.086226363873	0.429601236839	0.396150697857	0.00330946435686	4.69977625483e-05	3.56349810757e-05	0.000409691143063
o	0.0352426203913	0.033990039291	0.520790185613	0.347131459286	0.062534090119	0.000162891476183	1.21904457252e-05	0.000136573995969
t	0.0135433967304	0.0139680115103	0.241765160204	0.647127676429	0.0832875309397	0.000222584818728	6.57080052173e-06	7.90977121795e-05
s	0.00669561474347	0.00733228858343	0.159745265068	0.792913552143	0.0329486352132	0.000290343032909	1.11535251072e-05	6.31885773932e-05
o	0.00385801574782	0.00544066612781	0.135986369356	0.539442104048	0.312421085738	0.0028085510443	1.69048310357e-05	2.63221818977e-05
m	0.00408675721594	0.0028575096426	0.056786308452	0.469743628016	0.453610585246	0.00708574658143	0.00408112815901	0.0017483347634
ì	0.00415728707198	0.00208825984753	0.0349769148173	0.614504229339	0.325603185082	0.00958993119381	0.006525289953	0.00255492272113
k	0.0258594837907	0.00431522591584	0.0443137139391	0.62376781978	0.272388985027	0.0144606850646	0.0116432638843	0.00325085760704
u	0.0332911179302	0.00492301983861	0.038955438313	0.437948820593	0.422640385009	0.0452546140215	0.0129576383948	0.00402901900235
à	0.0126328747434	0.00234219021287	0.0174245664377	0.171065914198	0.69927755167	0.0897358013405	0.00538653019827	0.00213458320245
i	0.00582838918113	0.00152736070429	0.0084798766459	0.0785836994993	0.611383240557	0.283974167114	0.00942662169942	0.000796607722483
k	0.00283974492704	0.00087818779143	0.00356946659197	0.0309863252664	0.325033148519	0.358567235705	0.269265260566	0.00886063169416
u	0.00147258917568	0.000551941487143	0.00181096454066	0.0142205314221	0.215692691173	0.355306391902	0.389525316855	0.0214196015647
à	0.00116450252523	0.000851080162381	0.00146277004689	0.00753462047403	0.260972203724	0.521172030634	0.189375898952	0.0174669013216
i	0.000986912841743	0.00081969772746	0.00100615982896	0.00502294475801	0.189720846575	0.532110076878	0.257124596317	0.0132087359072
m	0.000653325803914	0.000389170729153	0.00054046136632	0.00230520145267	0.073865520505	0.324025248959	0.582933578772	0.0152874356357
è	0.000451814357971	0.000210777729718	0.00032214850544	0.00116656201756	0.0267104216483	0.13000071432	0.808290506257	0.0328470138786
r	0.00094463008599	0.000241391483239	0.000519772741813	0.00113802570585	0.0109037034261	0.0622390081067	0.836157535419	0.0878558879595
i	0.00547929872866	0.00275889662775	0.00324648544727	0.00121355863528	0.00708272985203	0.0332876793689	0.56332737514	0.383603925987
</S>	0.00951474336433	0.00524650151388	0.00577738322363	0.00101593476764	0.00837559642602	0.0296568616845	0.29668638257	0.643726562994
