 	tu	le	hai	cucinati	le	verdure	</S>
e	0.91739574	0.0731685975	0.0037197268	0.00567738955	1.038501035e-05	2.82119735e-05	4.973925775e-08
s	0.868850816667	0.1027409175	0.0257023520333	0.00256987098333	2.06280536833e-05	1.58091063e-05	9.96687944164e-05
ù	0.769242382222	0.150038429167	0.0789878173444	0.00154732573111	2.71276592278e-05	2.35502159e-05	0.000133370198072
t	0.587388467407	0.260703323056	0.150090032448	0.00168800678037	2.82069250759e-05	2.62927043667e-05	7.5662712624e-05
a	0.288160638469	0.562991777685	0.140529927483	0.00816484516012	8.5614329692e-05	1.02980954556e-05	5.69054928413e-05
m	0.10313499029	0.624007695895	0.261949255828	0.00980452815337	0.000814667823231	0.000133389943419	0.000155475532914
à	0.03680572003	0.514550511965	0.431205478609	0.0150520234845	0.00181396940774	0.000284278954473	0.000288033184305
r	0.01473536101	0.416181230655	0.53345959287	0.0297396154948	0.00383243343591	0.00138383301816	0.000667988274768
e	0.00673807449333	0.216406780218	0.51458793429	0.248257358498	0.0111580561453	0.00164658585405	0.00120524022492
t	0.00659944412111	0.105724423406	0.553240138097	0.315477280833	0.0166470420484	0.000849030432683	0.00146262944164
s	0.00783009670704	0.0760925821353	0.697146189366	0.172350784944	0.0393005383495	0.00375063671089	0.00352916948055
e	0.00446332050235	0.0457931257118	0.464877906455	0.251527548315	0.222683834783	0.0046556235703	0.00599864462685
t	0.00516983076745	0.0200391679039	0.233994212152	0.251673849438	0.451146394928	0.0077052261901	0.030271309109
a	0.00519427356248	0.0097748043813	0.148309797384	0.144693073146	0.634090798309	0.0113952810634	0.0465419673697
l	0.00203380014749	0.00450019077377	0.0661347624613	0.0776298625153	0.70885175277	0.106060042688	0.0347895981232
à	0.000945492082497	0.00278831377459	0.0366132039204	0.0308916389718	0.505152060923	0.281731027563	0.141878275708
c	0.000888164840832	0.00252071587486	0.0182030147401	0.0142867450906	0.277108330308	0.514229975854	0.172763064569
h	0.000952630146944	0.00259182402495	0.0112143298467	0.00600655166353	0.228770936769	0.679013641951	0.0714500848563
a	0.000843660448981	0.00214995354165	0.0057617050489	0.00888757375451	0.342565762256	0.591946137317	0.0478451979521
n	0.00724791044966	0.0125486886472	0.016141721183	0.0417727719182	0.526975487419	0.360417105772	0.034896303984
a	0.0239136808166	0.0369456662157	0.0238245897277	0.0772830509727	0.418948240806	0.153197068191	0.265887683661
</S>	0.0343656254083	0.0513218481079	0.0199621953639	0.0847904329864	0.223985252903	0.0784888534955	0.50708577183
