 	lo	sentii	che	viene	</S>
t	0.91866821	0.01811063675	0.06281498225	0.0004054363035	7.83225325e-07
o	0.619768143333	0.10932207275	0.27060282275	0.000306424496833	5.56505733667e-07
n	0.230457130511	0.152714056583	0.616089390917	0.000709511925611	2.99373402699e-05
ì	0.0790050673703	0.0985028611943	0.821756200306	0.000695648606537	4.02670057233e-05
k	0.0321705982568	0.0712921407314	0.889240386769	0.00661312163351	0.000683744000874
u	0.208165314086	0.16206704391	0.62029535959	0.00857422607274	0.000898026878125
s	0.305976374695	0.224871664637	0.46338075053	0.00536367721915	0.000407559820542
a	0.146040686365	0.117544376879	0.728801416843	0.00722206807305	0.000391448410181
n	0.049747198255	0.0462204669597	0.749667305614	0.141334077358	0.0130309225567
a	0.017447135475	0.0222701499866	0.723952548538	0.197760219119	0.0385699635189
r	0.006049056295	0.0113178970289	0.540582265513	0.364808599706	0.0772422145063
t	0.002249155045	0.00502190470963	0.186940041504	0.644572166569	0.161216721502
i	0.00325406078167	0.00342083400321	0.0762450158347	0.46659313419	0.450486923834
</S>	0.00520561924083	0.00347439015161	0.0569902354174	0.252800285095	0.681529446917
