 	Valeria	legge	il	giornale	</S>
e	0.529221475	0.4703867925	0.000121996332703	0.0002696013675	1.0355665125e-07
V	0.356459001667	0.643409764167	4.06778328886e-05	9.04794538767e-05	3.65727373833e-08
a	0.430282170556	0.569673648056	1.35600489037e-05	3.05847337022e-05	1.43437238611e-08
l	0.634182790185	0.363793944019	7.93539440561e-05	0.000993664653934	0.000950284749383
è	0.847926076728	0.148559626006	0.000103375485352	0.00214371841798	0.00126727077374
r	0.856310092243	0.132357795335	0.000222567422451	0.00905852673933	0.00205103911519
i	0.565417680748	0.382323465112	0.0392694158075	0.0106320494931	0.00235738556506
a	0.233091398583	0.700638421704	0.0539964076025	0.0114426170777	0.000831161001713
m	0.145817611194	0.530795964235	0.0272716788675	0.282258592693	0.0138561362873
e	0.092057270398	0.423394758412	0.0901762252892	0.373845237564	0.0205264770958
l	0.0665501567993	0.393030604804	0.103811379756	0.416104752521	0.0205030950319
e	0.0561882482664	0.174994243601	0.287759347912	0.45765450584	0.0234036576773
t	0.0564938787555	0.103321318867	0.349509592904	0.466189656947	0.0244855228924
à	0.0530267905685	0.0451593656557	0.122109820568	0.755540732316	0.0241632192975
o	0.0186321711728	0.0159124934186	0.0504871145227	0.900582037439	0.0143861293325
g	0.00747344072427	0.0057958258062	0.0217296213409	0.94669209248	0.0183090110108
i	0.00586494024142	0.00565703276873	0.11655847528	0.74784944416	0.124070118337
o	0.0111902900805	0.00774972402291	0.15360565176	0.67371389472	0.153740463112
r	0.0121117834602	0.00485339580764	0.0573566765533	0.85252289824	0.073155268704
n	0.00787576968673	0.00344711296921	0.0296464098178	0.875659999413	0.0833707169013
à	0.00538451256224	0.00323446692307	0.0208809250393	0.694414626471	0.276085465634
l	0.0228082870874	0.00361185570769	0.0124638091131	0.658806002157	0.302310019878
e	0.0311420400291	0.0067484240359	0.0260046220377	0.527492580386	0.408612317959
</S>	0.0208335630145	0.00840433851795	0.0389348635189	0.273581909693	0.65824532898
