 	ora	ho	finito	di	scrivere	</S>
à	0.99579485	0.00225707409	0.00180839997	0.00013677583	2.9632303636e-06	2.4870531275e-08
r	0.972881216667	0.00537796509	0.02166478947	7.49026966667e-05	1.00424452293e-06	2.01461912608e-07
t	0.893993372222	0.0529953463633	0.0529611188233	4.96055342222e-05	3.54999763143e-07	2.61342773536e-07
e	0.839793600741	0.0879641221211	0.0718310229411	0.000410706663407	5.10215217214e-07	8.87049247453e-08
s	0.567855924914	0.075000490707	0.35660851098	0.000534491528469	5.85869929071e-07	3.80045051484e-08
p	0.244158759638	0.0968115469023	0.651191790327	0.00769014565016	0.0001474589453	3.32817167716e-07
ì	0.136812759213	0.106236858967	0.729439616776	0.0197391352167	0.00774610228177	2.55825521559e-05
c	0.0886607157377	0.152700862989	0.707565938925	0.0281747474056	0.0224675584273	0.000430215328719
c	0.0926116385792	0.355051160996	0.452689372975	0.0623958781352	0.0365102951424	0.00074171747624
e	0.0696346961931	0.353268373665	0.195244231658	0.352016026045	0.0293469018475	0.00048984093208
t	0.0423776883977	0.213965554555	0.311453524553	0.421475938682	0.0105062110292	0.000221103314027
s	0.0250630800326	0.176536541518	0.369750038184	0.419229842894	0.0091461259564	0.000274386348009
a	0.0110271510775	0.0920487371727	0.152860780395	0.732197514298	0.0113533133188	0.000512504029336
t	0.00441522702583	0.0382841390576	0.352044864465	0.590687558099	0.0138541134396	0.000714069196445
s	0.00245504227528	0.0266211606859	0.438494473488	0.453539939366	0.0741417191465	0.00474764365215
e	0.00188892262509	0.015817488782	0.172480686829	0.668152379789	0.128188001716	0.0134725072174
g	0.00108418924836	0.00680019554733	0.083171745943	0.53358413993	0.360956602572	0.0144031481391
r	0.000520021972787	0.00390655868244	0.049879696081	0.252394766643	0.677975867524	0.0153231437797
à	0.000384090340929	0.00210213359415	0.0187737016937	0.134827262548	0.736664055841	0.107248787927
t	0.00370106351364	0.025059736798	0.252626742798	0.069918423516	0.51741060528	0.131283439476
s	0.00494597493788	0.0330152665993	0.331415047266	0.0527775368387	0.346777455093	0.231068709992
i	0.00261764591263	0.0119497869998	0.112848773189	0.0408871542796	0.259504931698	0.572191669997
</S>	0.00233421270631	0.0063243741999	0.0571972432445	0.0369520501398	0.146771285849	0.750420784999
