 	è	pericoloso	di	nuotare	di	notte	</S>
è	0.51493611	0.46680315615	0.01532423585	0.0029020604425	3.4464647e-05	3.91479455e-08	2.82986715e-09
p	0.186871368167	0.794105555383	0.0160673394833	0.00292310328083	3.26365593333e-05	3.25922188333e-08	2.88431012167e-08
e	0.078538742889	0.910313038461	0.0097307123611	0.00140547632694	1.19969741611e-05	2.24768042478e-08	3.5957787949e-08
r	0.101296526296	0.740901629487	0.15674022312	0.00104748754231	1.31151071037e-05	1.21226360386e-07	9.24923243526e-07
i	0.118840735432	0.557651879829	0.317615624373	0.00575521028077	0.000135093475701	3.12557540129e-07	1.23050321118e-06
k	0.096240705144	0.43169613661	0.458454724791	0.0118059970936	0.0012741411519	0.000176730961007	0.000351602593534
o	0.0737091933813	0.221236425537	0.663912618264	0.0384761966979	0.00196048355063	0.000236275301169	0.000468768478445
l	0.0625340461271	0.281253831846	0.578817716088	0.0540399592326	0.00314059051688	0.00609440578122	0.0141194359401
ò	0.0552357063757	0.285778065949	0.572253972029	0.0555212687442	0.00443779063896	0.00810200435707	0.0186712615354
s	0.109770403125	0.10505578465	0.71412541401	0.0561576295814	0.00505976594632	0.00306160819902	0.0067694858338
o	0.123877015975	0.0394865942833	0.49144976467	0.309620463194	0.0314253195821	0.00133500352467	0.00280590937327
n	0.0453281082583	0.0174819134944	0.28124647489	0.550825724398	0.098005793194	0.00597846364989	0.00113358304309
a	0.0183604405961	0.0101267044648	0.191879208297	0.503825241466	0.267437337731	0.00779781015996	0.000573296550697
n	0.0108158343754	0.0071480621216	0.119468302766	0.428281247155	0.39703755591	0.03616669033	0.00108227076323
a	0.00820811748847	0.00595741545387	0.0901750714887	0.286282912385	0.560868308637	0.04719229711	0.00131581949774
r	0.00449711185949	0.00419673679796	0.0411882843962	0.172953500795	0.535540102879	0.238594584703	0.00302964960925
è	0.0033253277265	0.00371724379932	0.0251820832321	0.115626825598	0.395333144293	0.443239961568	0.0135753863697
t	0.0077470690155	0.00449723023311	0.0258092495107	0.069449173866	0.403320591431	0.464684273856	0.0244923934566
s	0.00936962100517	0.0047559025777	0.0263798931702	0.0515824012887	0.40834438381	0.383803757952	0.115764043152
i	0.00445028693506	0.00219728979257	0.0116026259567	0.0409179857629	0.55129504127	0.203369132651	0.186167634384
à	0.00257760544569	0.00120855007752	0.00525879745557	0.0242784335843	0.467605345757	0.385408244217	0.113663026661
t	0.00279980188256	0.00245393090584	0.00449950138852	0.00900269899143	0.230389697252	0.697863238072	0.0529911567537
s	0.00295632820419	0.00288462892195	0.00439555852951	0.00411554913048	0.138261432417	0.589853612691	0.257532901585
e	0.00136234647806	0.00116168427732	0.00196377615984	0.00410405437683	0.150853837472	0.30378082423	0.536773467195
n	0.000747782365687	0.000549185099107	0.00098774055428	0.00383477191794	0.149490775824	0.407933018077	0.436456687398
ì	0.000257127248462	0.000208825922369	0.000350218565927	0.00130418134831	0.069455151608	0.686503472692	0.241920994133
t	0.000179205919721	0.000268477373456	0.000258210038809	0.00051285022277	0.0327440868693	0.772952890897	0.193084261378
t	0.00032049244324	0.000384120781152	0.000428653832936	0.00041156007759	0.0215953946231	0.557707750299	0.419151987126
a	0.00166336473441	0.000975668117051	0.00159067534431	0.0018978650392	0.028121522541	0.215283592766	0.750467279042
</S>	0.0029138353672	0.00160899835853	0.00266063862216	0.0033360643196	0.0383748742705	0.118314980383	0.832790589521
