 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.45904335775	0.538624333	0.00103539747	0.00129546793	1.19692157e-06	1.85463235e-07	2.170249e-09
n	0.159028704417	0.839398111	0.00078402467	0.000777319716667	3.44091683667e-06	8.23928211167e-06	1.276469634e-07
a	0.0595821497057	0.939386690333	0.000640214976667	0.000376088167122	3.90249923889e-06	1.08113807064e-05	1.68623848448e-07
a	0.0225083771352	0.975779750111	0.00141254927889	0.000286468953941	9.16515537296e-06	3.68912583796e-06	5.63166618769e-08
f	0.0344857900451	0.66414417737	0.0178735418263	0.282292642941	0.000160383099124	0.000333603793546	0.000709924947086
o	0.0497510876817	0.514716953123	0.0572410106088	0.376556531214	0.000335080726375	0.000452668889849	0.000946719256662
r	0.0325622775606	0.719189084374	0.0613151188696	0.171197093971	0.00970334124879	0.00518646292195	0.000846633393187
à	0.0596155018535	0.523284761458	0.221905464957	0.172375514657	0.0152217587496	0.00678130794065	0.000815683912062
s	0.104895021951	0.199425621319	0.293218939652	0.388410971552	0.00776999194987	0.00245629234688	0.00382318565169
o	0.0852817576503	0.073191722273	0.407356651217	0.424731140517	0.00362132118329	0.00098988361396	0.0048275343374
t	0.0403756178834	0.0279410111077	0.428663132739	0.498366130172	0.0023685183611	0.000382774712987	0.00190278993263
o	0.0159095093278	0.0104145129859	0.207210859913	0.716034676724	0.049254482587	0.000251345380996	0.000924605132743
t	0.0069851936426	0.00442090609863	0.127743228138	0.791800558908	0.0673916428623	0.000716066926999	0.000942410299448
s	0.00429438338087	0.00325197610288	0.082844997546	0.873098286303	0.0314264129541	0.00353735487567	0.00154661809982
o	0.00258576396029	0.00303079570096	0.0671012899487	0.589828338768	0.331338164318	0.00460167739189	0.00151403779994
m	0.00379203415343	0.00233847350032	0.0283800477496	0.349795462923	0.483324634773	0.124981388231	0.00738802116665
ì	0.00422176925114	0.00215159660011	0.0172781092499	0.351866800974	0.410135371591	0.193791061077	0.0205553087222
p	0.017840406617	0.00291891970004	0.01927575175	0.289935396991	0.35937813853	0.283957048692	0.0266943365741
à	0.0225401000723	0.00310410202335	0.0174483340833	0.182850695664	0.308323114177	0.375494502897	0.0902391691914
s	0.0987275435574	0.0102703605644	0.0709326525278	0.213602515221	0.267137098392	0.231232582299	0.10809726373
s	0.123875230406	0.0125525452481	0.0881384516759	0.216439612074	0.105099583131	0.103576190433	0.35031838191
i	0.042374916922	0.00482835827603	0.0310653984253	0.0761565203913	0.130120491044	0.0644517384777	0.651002550637
n	0.015024880036	0.00217720835471	0.0115447467921	0.0263016308304	0.153755627015	0.337360796159	0.453835118879
i	0.00503644388733	0.00073969027527	0.0038882105227	0.00939778051013	0.142158199005	0.63153491872	0.20724477496
m	0.00289972360911	0.000642178052757	0.0022269396159	0.00708042107004	0.125928512002	0.734261392907	0.126960815987
è	0.00217710601304	0.000604664637252	0.0016638332233	0.00630118116668	0.0690706330007	0.743365430969	0.176817139662
r	0.00114258711435	0.000299224508751	0.000815913792433	0.00292480419889	0.0412136147669	0.714742110323	0.238861749887
a	0.00169542167145	0.000681579212917	0.00118970653081	0.00176645329963	0.0206028693556	0.548125146774	0.425938819962
</S>	0.00221219143572	0.00107871775646	0.0016132999154	0.00116605699981	0.0169428706778	0.333517738387	0.643469109981
