 	la	donna	pulisce	la	casa	l	uomo	no	</S>
e	0.987782535	0.01165998983	0.000158293472	0.00036766426	1.402883666e-05	1.39052385725e-05	3.58188745e-06	1.0805753e-10	3.44331365e-10
j	0.668311533333	0.330697642277	0.000700212995333	0.000234831826667	1.45178479933e-05	8.4461505725e-06	1.569891515e-05	2.04473441933e-07	1.69175080625e-05
i	0.545474706111	0.453049708759	0.00119655009844	0.000212849858889	1.54708237311e-05	6.7616765575e-06	2.11301857167e-05	2.7255341163e-07	2.25565543644e-05
n	0.49623678937	0.49743973092	0.00579387323281	0.000469376736296	2.81935423104e-05	3.8483645525e-06	1.27479633389e-05	1.03547211529e-07	1.53375597984e-05
è	0.18599716279	0.779989296973	0.0332777252443	0.000677006398765	3.50699574368e-05	2.96510445083e-06	7.79633621297e-06	4.72033116549e-08	1.29312127142e-05
k	0.0811730935967	0.799282018991	0.117447018415	0.00191260145292	0.000160363825812	1.25958207503e-05	3.83736053766e-06	2.07417200302e-08	8.43700135282e-06
a	0.0385329778656	0.53321401633	0.422442646138	0.00553390548431	0.000244358088604	2.26915275834e-05	2.45256497922e-06	1.19382641644e-08	6.9389387879e-06
p	0.0210346483552	0.289854515443	0.673574048713	0.0141297758281	0.00132973742953	5.98617755278e-05	5.28232832641e-06	3.65627405425e-08	1.21045192663e-05
u	0.0106372701851	0.203389529148	0.738602149571	0.044872337276	0.00231270510984	0.000146667005176	2.55070904421e-05	4.64916245142e-08	1.38271629243e-05
l	0.00794480632837	0.240983623716	0.678024069857	0.0647848297587	0.00652289490328	0.000340937315059	0.000241486351147	1.13292854392e-05	0.00114604028181
i	0.00607559554279	0.243837650572	0.522925399952	0.210274587253	0.0137173473011	0.00112854601835	0.000502147150382	1.52019343731e-05	0.00152350147933
z	0.00466630611426	0.154834702857	0.516537423317	0.285479742418	0.0335963494337	0.00222750153945	0.00137802328346	2.9933752351e-05	0.00124999821184
z	0.00312858287142	0.131898229619	0.527965631106	0.234100620806	0.0850314698112	0.0145681631798	0.00208674759449	4.7496793117e-05	0.00117306709395
è	0.00266717765714	0.0590930825397	0.606017767035	0.226289250269	0.0861881709371	0.0179747947933	0.0013355220125	2.8847673539e-05	0.000405378551047
i	0.00372282851905	0.0251101770799	0.488323112345	0.358766016756	0.105809801312	0.0167426179978	0.00138033135183	9.893674153e-06	0.000135190633232
o	0.00761783750635	0.0105653531266	0.196112371782	0.513178545585	0.214750233771	0.0358186609993	0.0219082990839	3.63364790767e-06	4.50851374723e-05
s	0.00752808140212	0.0172147775755	0.123382021594	0.421331331862	0.35123382459	0.0479642446664	0.0310556823613	7.11292935256e-06	0.000282950832399
p	0.00517122180071	0.0200153238585	0.0985354905313	0.342189663954	0.435563294863	0.0801971808888	0.0178090624538	0.000113732681118	0.0004050258508
ì	0.0033686414669	0.0093409349195	0.0647282935104	0.387429214651	0.429093578288	0.0892247669629	0.0150806094846	0.00148622721037	0.0002477150236
t	0.0042134479223	0.00897329893983	0.0638059578368	0.363378074884	0.454343786096	0.0898403889876	0.0132863231615	0.00194859857012	0.000210094747867
i	0.00464287653077	0.00821787168661	0.0452092566789	0.215639137295	0.363558118699	0.203749172996	0.156472997054	0.00180787969004	0.000702652409289
o	0.00184825503359	0.00280868168887	0.015563759423	0.0912842470983	0.1666064409	0.215403350999	0.503528982351	0.00214203326335	0.00081423474443
à	0.00110404644453	0.00127266256629	0.00613898083767	0.0356415320328	0.0745984406333	0.105510604666	0.773949010784	0.00150208582112	0.00028262789081
n	0.00527465428151	0.0086173967721	0.0194964791792	0.0389505363443	0.127287795878	0.117654032555	0.666256303595	0.0127127961404	0.0037499936316
t	0.00632770130717	0.0109582106907	0.0238986241931	0.0450583101148	0.167323463626	0.136417009185	0.369452201198	0.18083527538	0.0597291978772
r	0.00223998300239	0.0039095317169	0.00891751363103	0.0245569703716	0.0955264678753	0.084103959395	0.181685657733	0.40957160846	0.189488279292
e	0.000995591587463	0.00140066565563	0.00327234337701	0.0107298037239	0.0407754962918	0.0523469557983	0.263116556578	0.336552544487	0.290810026431
p	0.00145675636249	0.00268504958188	0.00459172652567	0.010235656508	0.0313526320973	0.0482475559328	0.378928658859	0.309730569829	0.212771400144
o	0.0014562704475	0.00310118457396	0.00499204896189	0.009569510236	0.0278478371324	0.0419258146443	0.39564531962	0.346596939943	0.168865108048
d	0.000693877499167	0.00285396523799	0.00475170544063	0.006689444812	0.0224271431441	0.0291999505481	0.34803665654	0.430557433314	0.154789901016
è	0.000402835708056	0.00277433641266	0.00465827324021	0.00526400477067	0.019364422848	0.016609566616	0.187950319847	0.659932714438	0.103043575339
g	0.000175722569685	0.00121896771755	0.00198829714007	0.00214612534689	0.007913885316	0.007783878772	0.086774775949	0.808755591479	0.0832427769463
g	0.000115009927228	0.000821182212517	0.00118742071336	0.00104365842563	0.00373728735533	0.003631246224	0.0336397791497	0.92476761716	0.0310568608154
h	8.1032215076e-05	0.000474894350839	0.000579400244453	0.000468837743877	0.00150605853511	0.001613421308	0.0128145658832	0.966445592387	0.0160162489385
e	0.000174706569025	0.000250561613613	0.000300338368151	0.000385700806626	0.000799917445037	0.001727454736	0.0171963559611	0.709018844129	0.270146121646
</S>	0.000297222154512	0.000186146721806	0.000245540654076	0.000503710918313	0.000768477522519	0.002476771218	0.0271306329806	0.441056292064	0.527335190823
