 	sul	muro	vuole	uno	specchio	</S>
s	0.99863285	0.001155214236	0.000195246345	1.546841315e-05	1.1381338e-06	9.80046839e-08
t	0.991949083333	0.001445070292	0.00633768831833	0.00026694219415	1.14030706667e-06	9.78086678333e-08
o	0.985842344444	0.00295045831067	0.0105189457728	0.00068726701805	9.7791838889e-07	3.31389503544e-08
t	0.657312590788	0.336358214104	0.0057581578876	0.00056865782985	1.3512094963e-06	1.05305381466e-06
ì	0.219282783703	0.778450194701	0.00207343956587	0.00019104249802	1.18643946543e-06	1.39338073095e-06
c	0.082832252701	0.8285814749	0.0880465204953	0.000516547563577	2.13536231551e-05	1.88005336972e-06
h	0.2940182149	0.521914479633	0.182234486832	0.00169544975453	0.000135129184385	2.19647579991e-06
o	0.415023181633	0.183885238244	0.396500458944	0.00443507625151	0.000155121400128	8.9023829897e-07
t	0.202812422878	0.0616375863147	0.728091316315	0.00736316341717	9.45571887093e-05	1.00472068866e-06
è	0.0718950107127	0.0268655086382	0.889747918772	0.0103312364724	0.00115835125624	1.99351266289e-06
l	0.0435953509909	0.0157566004127	0.887826706257	0.0497606954908	0.00294906618541	0.000111542876988
i	0.0345745131636	0.0059182478049	0.580041544419	0.371318603497	0.0065665904618	0.00158044406566
o	0.0119896303545	0.00224463433563	0.21053414214	0.579649151166	0.193524112821	0.00205830187189
j	0.0063016322515	0.00166401801188	0.11026288238	0.449842920389	0.40794879094	0.0239797858073
a	0.00481209998383	0.00139885657063	0.0792758931267	0.490503393463	0.364879310313	0.0591304752691
l	0.00656698656128	0.0617620144569	0.0566998333756	0.397089608821	0.418446363438	0.059435218423
ì	0.00681235328709	0.0833222291523	0.0442412759252	0.15098959394	0.434293077813	0.280341479474
</S>	0.00354042379355	0.0441050510762	0.0229555551626	0.09295051697	0.323158173906	0.513290274737
