 	il	cibo	vuole	mangiato	appena	lo	cucini	</S>
o	0.528490179	0.40235738725	0.06844600324	0.0007044519665	1.61439045e-06	2.2748922e-07	3.382147995e-08	2.3657505e-09
m	0.19617166058	0.731096042417	0.0698491884133	0.00109975498883	0.00114804436125	0.000192647712503	0.00016112444866	0.000281487486796
a	0.0722355767733	0.895636080806	0.0287318554711	0.00101842639628	0.00153112676308	0.000256779953981	0.000214800574342	0.000375315165259
r	0.0316384025911	0.949033760269	0.016555177157	0.00175615389876	0.000530254471027	8.5969995307e-05	7.18521232362e-05	0.00032841622808
ì	0.023090141197	0.957228186756	0.0163524040523	0.00276855189959	0.000194770343642	2.90092602031e-05	2.42020569336e-05	0.000312783466573
o	0.0199995533323	0.712780658919	0.245865446351	0.0211571688999	7.52058911807e-05	9.68641774183e-06	8.0685853114e-06	0.000104261541913
e	0.0073896026441	0.32858265764	0.573478582117	0.0904331219666	7.53575377269e-05	3.26506953061e-06	2.69176446877e-06	3.47539683905e-05
t	0.0034094976147	0.12273466288	0.646813970706	0.222236613989	0.00447849185591	2.55401967202e-05	9.56511329257e-07	0.000300306298041
è	0.0019766487149	0.04681132596	0.660391766902	0.284317227996	0.00608030281864	3.33961170734e-05	3.88292777752e-07	0.000388990587547
l	0.00502953961497	0.0226145171533	0.602405362301	0.357519965999	0.0121116168062	7.82857571911e-05	1.93091807251e-07	0.000240569950716
i	0.00620425070499	0.0122808243178	0.3424219041	0.569293415333	0.0653387839354	0.00425709235906	2.94907343575e-06	0.000200790036905
f	0.00297500706833	0.00610187253927	0.129929406033	0.649061831778	0.205740424645	0.00592770345302	8.69329314525e-06	0.000255045898968
a	0.00187613742278	0.00399934637976	0.0549222213443	0.563881823926	0.350951028215	0.0238022574843	0.000209121333382	0.000358041006323
m	0.00113789827426	0.00245209522659	0.0243964084481	0.389135721309	0.549981252738	0.0313387751614	0.000400368027794	0.00115745790877
è	0.000783350114753	0.00170498502553	0.0130892855827	0.283472610436	0.666960444246	0.0312354877205	0.000558075422598	0.00219575880292
n	0.00140369152825	0.00160168905851	0.0104142986276	0.250238666812	0.681088334749	0.0518223409068	0.000549422387533	0.00288155143431
o	0.00207034044275	0.00182990205284	0.00876027334253	0.150892708937	0.531226581583	0.293437305302	0.00781624866251	0.00396665274477
a	0.00146754904758	0.00151914651761	0.00909575791418	0.116283512979	0.352087147194	0.467473495101	0.0488928848875	0.00318056449159
p	0.00076892895586	0.0012629613392	0.00859287673806	0.0971104643263	0.538226175731	0.284871475034	0.0611215646292	0.00804561764053
p	0.000409458361953	0.0008036460364	0.00388241502935	0.0497834114421	0.61382439191	0.259906098345	0.0532629578764	0.0181276548802
è	0.000293946947318	0.000454324302133	0.00184315149312	0.0257058444807	0.43388870397	0.370175812782	0.111549879292	0.0560883636267
n	0.000695666439106	0.000845217100711	0.00240710129771	0.0271489398269	0.43058191799	0.344166127594	0.118398367764	0.0757566662089
a	0.00101396084637	0.00109551250024	0.0026748795659	0.0229985378756	0.34749459733	0.264642202531	0.185879150588	0.17420115207
o	0.000831746882123	0.00095874150008	0.00258904732197	0.0126344405585	0.128243501443	0.189228950844	0.457240776863	0.208272799023
m	0.000663616344041	0.000876279300027	0.00276565110732	0.0100087618528	0.136994498148	0.164624670281	0.588964858954	0.095101667341
a	0.000406657151347	0.000519921423342	0.00151987890244	0.0060541672676	0.133166127316	0.134462343427	0.661930952985	0.0619399597803
r	0.000353499203782	0.000750715964447	0.00106581886748	0.0046914897392	0.066252055372	0.0688258091423	0.814798130995	0.0432624973601
è	0.00149823076793	0.00756561282148	0.00211258288916	0.00781266157973	0.0446074383573	0.0328745190474	0.846590656998	0.0569383185534
i	0.00303805125598	0.0112124231738	0.00520449652972	0.00858467352658	0.0180498671191	0.0224946970158	0.641895758999	0.289520052851
</S>	0.00351525312799	0.0084654969369	0.00746268326486	0.00754430076329	0.0112026777095	0.0221937175079	0.451041139499	0.488574756426
