 	i	bambini	piccoli	a	volte	si	vestono	pure	da	soli	</S>
a	0.688360715	0.30680926555	0.000173504108	0.0046156798	2.87557384e-05	1.127117246e-05	8.2056323275e-07	2.76463471e-09	5.441719565e-10	5.0170067e-10	6.16125755e-11
p	0.563939958667	0.103067042283	0.306519514541	0.0260050434667	0.000323392115733	7.101634646e-05	3.51495439942e-06	1.55510929304e-06	6.21016453539e-06	5.12816542856e-05	1.15101269995e-05
e	0.510413139889	0.0378291394943	0.417358759514	0.0337865468222	0.000422014354911	9.19696341533e-05	4.41527658014e-06	2.07291246931e-06	8.28005304094e-06	6.83751684709e-05	1.53468130916e-05
t	0.49330440863	0.0172784394981	0.458036274505	0.0217127459407	0.0093540033813	0.000253475440051	1.5106005307e-05	7.67586204737e-07	2.96704415945e-06	2.27976612666e-05	1.90618834556e-05
à	0.17716902021	0.0094796436327	0.773969258168	0.0265987519802	0.0124217602371	0.000312665824017	1.9496241569e-05	3.35875525579e-07	1.19610716322e-06	7.6051591386e-06	2.03002406787e-05
c	0.08431754307	0.0069670130109	0.626868319389	0.213827555993	0.067233805189	0.000739053018672	2.78035609897e-05	1.94812602526e-07	6.2478580114e-07	2.53579764697e-06	1.55964747531e-05
i	0.0720938120233	0.00849063833697	0.333403379796	0.498837031998	0.0862135703963	0.000916278262891	2.98446351666e-05	1.67047978842e-07	4.3955064338e-07	8.46010568526e-07	1.40285534142e-05
a	0.0563251020078	0.00764019695899	0.244453186599	0.654445443999	0.0363164194654	0.00080344367763	1.10271519589e-05	1.17746630947e-07	1.53039588227e-07	2.82008756888e-07	4.67618569596e-06
k	0.0232556269693	0.00274479117966	0.1513046442	0.484976403333	0.333526723822	0.00398365382588	0.000201573734386	1.06848185032e-06	1.06417898018e-06	9.50670904053e-08	4.35614029337e-06
è	0.00919056118977	0.00120950757322	0.305131576733	0.203991388111	0.475117317941	0.00498696617529	0.000364547644795	2.37029808344e-06	1.41150235339e-06	3.32444115018e-08	4.24990212249e-06
c	0.00408158962992	0.000686431861073	0.354399749444	0.105539985704	0.528669402647	0.00594748095843	0.000653937081598	7.00457636115e-06	4.1118692778e-06	1.39653204673e-08	1.02298207322e-05
c	0.00353205010997	0.000545072777024	0.125123767348	0.0730072832347	0.786607367549	0.0101124866528	0.000951856393866	5.50936761204e-05	5.15360414259e-05	1.65903263224e-08	1.33877565774e-05
i	0.00399216370332	0.000852739212341	0.051848364116	0.298665424412	0.605279542516	0.0384034242176	0.000789105031289	9.61580920401e-05	6.73301868086e-05	1.53219477641e-08	5.65286448413e-06
a	0.00631355633444	0.00200112513745	0.025090152372	0.487706301471	0.291746780839	0.185535894739	0.0013620856771	0.000208443007347	3.37513459362e-05	5.7097582447e-09	1.90983293608e-06
f	0.00637931267815	0.00202443523648	0.0119981108573	0.31194504349	0.40256486028	0.246125084913	0.018163395159	0.000639177189116	0.000130238489312	2.13268901748e-07	3.01685501284e-05
o	0.00280209602605	0.00089521813616	0.0062187530191	0.13962910083	0.459081640093	0.355868348304	0.0318207687197	0.00332139986304	0.000322516143104	3.63178853916e-07	3.98027497761e-05
