 	qui	dentro	deve	mettere	un	tappeto	</S>
c	0.9047758	0.088972393	0.0045533802	0.0008643445705	0.0001890915065	0.000385299204155	0.000259682218177
i	0.86277192	0.122317604333	0.0126919772333	0.0013839132235	0.000189617671167	0.000385279100731	0.000259679470643
ù	0.604265186667	0.376374444778	0.0142297130778	0.0048472896745	6.83562055557e-05	0.000128428428701	8.65629979221e-05
m	0.248370172222	0.735727758259	0.0100864206926	0.00570177273817	3.38091486852e-05	4.46039366783e-05	3.54756837644e-05
è	0.120009157407	0.82269246942	0.0540825012309	0.00311421119272	6.65904135617e-05	1.66663604394e-05	1.84483836361e-05
s	0.0799152768023	0.77891805314	0.13798202041	0.00308363416424	8.92182268539e-05	5.58290666647e-06	6.2454762667e-06
a	0.0446385471008	0.512425960713	0.41998928347	0.0226492967214	0.000292858111285	1.89324831816e-06	2.1763873659e-06
è	0.0203747138669	0.246193943238	0.48835368449	0.24456113224	0.000515090627095	6.58045412053e-07	7.975187423e-07
n	0.0339049536223	0.225710887746	0.272581331497	0.46558589408	0.0022042272757	2.42161455402e-06	1.03095679308e-05
a	0.0356413298408	0.153269617649	0.164804837832	0.61629622136	0.0299539084252	1.91429080847e-05	1.49508774103e-05
v	0.0131566551136	0.068382833283	0.075972615944	0.753641163787	0.0776301328084	0.0102262040594	0.000990374647237
à	0.0057030051712	0.042352327761	0.044690810648	0.774516334596	0.112749080936	0.0180052126865	0.00198323328241
l	0.00810902065707	0.0507268969203	0.054149396216	0.643819891532	0.185974360312	0.0521959888955	0.00502444842747
i	0.00881064213236	0.0507471406734	0.0487989614053	0.360179663844	0.366953553437	0.156935456299	0.00757457100916
è	0.00512392845745	0.0198545542578	0.0237242368018	0.289416041281	0.505508861146	0.151422498233	0.00494988393639
n	0.0342219819858	0.0478535970859	0.0503349792673	0.279583587094	0.486576973715	0.0734877655443	0.0279411173788
a	0.0420864345086	0.054544919552	0.0535198768558	0.144345617031	0.446208171238	0.142746855181	0.116548115793
t	0.0146460264829	0.018968296474	0.0190107628519	0.0620123370103	0.372101583746	0.230886808394	0.282374168598
a	0.00533924810997	0.007015730019	0.00711398558063	0.0272994126701	0.234861714582	0.242533332798	0.475836562866
p	0.00181633354566	0.00255030386733	0.00253374758021	0.0116627912234	0.125381548194	0.466672084266	0.389383204955
p	0.000656584248553	0.00115631986578	0.00111739569007	0.00499619617447	0.063316209398	0.776789981422	0.151967360652
è	0.000247487087184	0.000496483946593	0.00052374609669	0.00191467333816	0.030615742566	0.835200113807	0.131001788551
t	0.00161611566006	0.0047388458302	0.00407403229223	0.00511499462605	0.0422015902887	0.791239404602	0.15101499285
o	0.00221263824669	0.00621300061007	0.00543641989741	0.00650359207535	0.0470844100962	0.531344348201	0.40120555095
</S>	0.00132326166334	0.00321037280503	0.0030089666487	0.00385261983768	0.0275423350481	0.2907888441	0.670273575475
