 	mio	padre	ha	lavorato	sempre	</S>
o	0.84623179	0.153323445	0.0002743256735	0.000126162552	4.41992215e-05	1.44879592e-08
c	0.553174321	0.382625151667	0.0213012164202	0.0309478767273	0.0088789132115	0.00307247823574
i	0.230165758	0.683003860556	0.0288971118401	0.0419620124424	0.0118746094305	0.00409663560642
ù	0.106608818	0.841543463519	0.0124722736467	0.0329956210141	0.0050142187035	0.00136562356853
r	0.0631176246667	0.815950084506	0.0407618332156	0.071894920338	0.00744847176783	0.00082707729472
i	0.0559140045556	0.669275598169	0.155641049739	0.110929143446	0.00759261665594	0.00064759716015
m	0.0294345407185	0.401742153723	0.18786139458	0.306411881149	0.0734001956186	0.00114983118196
m	0.0104928137335	0.141859191774	0.126945549527	0.442961820383	0.27597849854	0.00176209266065
u	0.0112453698718	0.0847473501247	0.163598643176	0.465391533461	0.273831662913	0.00118541856355
è	0.0137231987906	0.0749523113749	0.174061714392	0.625737944487	0.110972076371	0.000552791211517
p	0.0102595304302	0.043586003125	0.118469808131	0.643908548162	0.180009094124	0.00376705768417
o	0.00831078137673	0.026629482375	0.0723165280437	0.677920416054	0.207823904708	0.00699892542806
l	0.00441523210891	0.0127916557917	0.0333896163479	0.681637385351	0.258114808236	0.00965136500935
e	0.00279198491964	0.0071996672639	0.0171199967826	0.537747535117	0.402107152745	0.0330336830031
m	0.00206498908388	0.00443279951463	0.0120484592609	0.401468108372	0.543538987582	0.036446665501
i	0.00402776733863	0.00567317159821	0.0113242127536	0.282753279457	0.565317749194	0.130903858
m	0.00470646261421	0.00621200845274	0.0139891265845	0.268764419819	0.543918683065	0.162409324
m	0.00160600555774	0.00227265189191	0.0128806640282	0.21691018994	0.688009381022	0.078321124
è	0.00365569003758	0.0049485501183	0.0358836431761	0.157068013313	0.623767067007	0.174677026
n	0.00611330034586	0.00837499123943	0.077139974392	0.184301277771	0.512233375669	0.211837042
a	0.00600204178195	0.00749590427981	0.062916598464	0.155603629257	0.593136358556	0.174845437333
p	0.00418947804198	0.00466956622827	0.0225146059447	0.0851816597523	0.744437306185	0.139007356444
à	0.00156324941533	0.00181615247776	0.0082016764049	0.0503498235841	0.867914168728	0.0701549134813
n	0.000852934171777	0.00111805404925	0.0046419929683	0.0343915808614	0.766331902909	0.19266355516
t	0.000593725177259	0.000771680456417	0.00344772872277	0.0249530539871	0.438675145303	0.531558715053
a	0.000629513665753	0.000637575222139	0.00165851774092	0.0097653906957	0.183581049434	0.803727991684
</S>	0.000748045182876	0.000688383991069	0.00095616832046	0.00608841784785	0.125269709717	0.866249295842
