 	i	genitori	non	li	dimentichiamo	mai	</S>
u	0.93989245	0.0545454625	0.00531042785	0.00025074738	8.97765075e-07	1.97188414e-08	6.92646035e-10
g	0.634477779	0.0872051558333	0.274079376283	0.00385936294667	3.93239858083e-05	0.000146636225133	0.000192373155587
e	0.477967188667	0.150407538611	0.365833994094	0.00528612194889	5.30770262028e-05	0.000195600516138	0.000256498239581
n	0.436753599556	0.30634841287	0.228434366698	0.0204915629496	0.00678374516967	0.000442401913139	0.000745919067579
i	0.266730579852	0.472317290957	0.221124402233	0.0293204259832	0.00907133987322	0.000526890132913	0.000909071709667
t	0.200010159951	0.499390986986	0.183557460744	0.102224946994	0.0120495834411	0.000209716441171	0.0025571419237
ò	0.106768063317	0.422373052329	0.304758066915	0.146829800665	0.0160487978137	0.000115521088724	0.00310667836985
r	0.0949919311057	0.33660257411	0.364058228972	0.181996645222	0.0206366952712	6.3702202908e-05	0.00165021028523
u	0.0756251922019	0.202044687037	0.416316002991	0.283778281741	0.0210245354237	4.4564857636e-05	0.00116670938308
e	0.029645253434	0.0725304235457	0.43459717433	0.42281290058	0.0399568241412	6.62914878787e-05	0.000391096854125
n	0.010320336058	0.0257358108152	0.242547964777	0.498805833527	0.221718934714	0.000216599231293	0.00065453402314
è	0.00362294929067	0.0096649437384	0.108752701592	0.400267084509	0.476272231571	0.000673151400431	0.000746982675713
n	0.00166139785489	0.00395383814613	0.0663821805307	0.307250234836	0.619194250524	0.00117606140014	0.000382072959904
u	0.0021501423183	0.00311695058204	0.0516257835102	0.319688218279	0.551884116841	0.0700509110334	0.00148387178663
s	0.00199833713943	0.00237157914068	0.0379839681701	0.326995399426	0.53437814228	0.0944143718778	0.00185817212888
s	0.000938623946477	0.00126179029356	0.0210038377234	0.268879363142	0.65023997076	0.0543544054926	0.00332200147629
c	0.00130774924883	0.00143180359785	0.0154331109078	0.192604837714	0.574918900253	0.124031055164	0.0902725402588
e	0.00184992221628	0.00177767006595	0.0119898363026	0.114788935905	0.345825306751	0.372156228388	0.151612070086
r	0.00182454893876	0.00199517068865	0.00990400710087	0.0756282039683	0.382944598917	0.438750126129	0.0889533106953
r	0.00134184234625	0.00160608314955	0.00649427663362	0.0452972116561	0.403901766306	0.484516245376	0.0568425775651
è	0.000607536565417	0.000701601303183	0.00297458367787	0.020398010752	0.222746845435	0.594087435125	0.158484002522
t	0.0198878022385	0.0161697044344	0.0291192527593	0.118487525451	0.242860431812	0.381728703708	0.191746570841
s	0.0263430745362	0.0213733686781	0.0378348510531	0.151865941317	0.216797435937	0.204691246569	0.34109408028
u	0.00959969706873	0.00770939655937	0.013833710651	0.0550042592723	0.0922032194457	0.341273198856	0.480376533427
m	0.00526346512291	0.00426438251979	0.00774605828367	0.0260757857574	0.0507404086152	0.607270699619	0.298639224476
e	0.00312041942264	0.0026546841416	0.00493278801789	0.0150842753525	0.0367037564717	0.772165579873	0.165338504825
m	0.00136901897921	0.00124306294887	0.0021548209293	0.0078205257175	0.0256064757572	0.859145109958	0.102660974942
à	0.00078306867307	0.000766030409623	0.0012133756131	0.00530162402583	0.0223785844524	0.868752986653	0.100804354981
i	0.00367132144769	0.00257943859654	0.0031340706077	0.00419072862861	0.00920796321747	0.670400695551	0.30681580166
</S>	0.00691491372384	0.00474821104827	0.00558818930385	0.00549730781431	0.00543279040873	0.496931647776	0.47488692583
