 	aveva	lavorato	tutta	la	settimana	</S>
ì	0.95214002	0.04583801525	0.001969118985	4.659028475e-05	6.25581895e-06	3.673355335e-09
c	0.973196453333	0.0259126515833	0.000869652375	1.735602605e-05	3.75644761667e-06	1.05901413868e-07
h	0.746268154444	0.247924480194	0.005779230115	2.50020613167e-05	2.94154493889e-06	1.48954961289e-07
e	0.346937382481	0.645490026731	0.00754320695833	2.72821442389e-05	2.01696959296e-06	5.87458429461e-08
p	0.12218605866	0.82990770891	0.0477845412394	0.000105177238546	2.81039327765e-06	1.36509655968e-05
o	0.0488435263867	0.878036869637	0.0728565870798	0.000192861606182	5.18862212925e-05	1.82072704443e-05
l	0.0286240911289	0.697649766546	0.268654625693	0.00285423455206	0.000461720413764	0.00175552599039
e	0.0204577407096	0.450502448849	0.518997908564	0.00553247095069	0.00216689780459	0.00234252656646
m	0.0112854060699	0.29991523295	0.655732802855	0.0237023577502	0.00812185583486	0.00124236059182
ì	0.0057117657233	0.177085120983	0.773880934285	0.0328646209167	0.00952120671162	0.000936360487273
s	0.0067203304411	0.163627983661	0.785233558095	0.0377829979722	0.00528804720387	0.00134708488576
o	0.00672620474703	0.109160646554	0.707123119365	0.150654887657	0.0248256966013	0.00150946033525
n	0.00337959301568	0.044727297018	0.613624093122	0.278537329219	0.0586955435338	0.00103617661842
t	0.00312008337189	0.0259258768393	0.631261397707	0.25368641974	0.0843107158446	0.00169555777281
a	0.0029382587573	0.0187494278131	0.464997623902	0.22257486658	0.288413015282	0.00232682099094
ò	0.00247645488577	0.00739186237103	0.244606299301	0.376565305527	0.367142345094	0.00181771831365
l	0.0139487948286	0.019069223357	0.226574329767	0.498255355176	0.236192518365	0.00595975785455
i	0.0166288881629	0.0227155941357	0.151338321722	0.363613178392	0.408500122788	0.0372038479515
t	0.0087747102743	0.0100438882952	0.0766783990407	0.281067146131	0.568859894263	0.0545759026505
i	0.00609501744743	0.0056714239634	0.0497297784369	0.220745069377	0.676367154754	0.0413914885502
n	0.00250641977181	0.00221234233613	0.0208828549023	0.121444650459	0.794533541585	0.0584201418501
a	0.00130915072394	0.00105643488704	0.0111998854774	0.086133103153	0.809436513862	0.0908648972834
d	0.00135157030798	0.00182335645401	0.0128390746691	0.069709856051	0.755023937954	0.159252202428
d	0.00186173483599	0.00277091378467	0.015399694723	0.0721162806837	0.563327069318	0.344524327476
o	0.00126964715533	0.00179048013822	0.00757000940767	0.0365543720946	0.338169143106	0.614646355825
m	0.0110979983951	0.0165679430561	0.0477213668026	0.102611762565	0.309368404369	0.512632503942
à	0.018160983465	0.024945343352	0.0646699016009	0.129086831855	0.30228497479	0.460851939981
d	0.0110779524883	0.014126086784	0.0309376015336	0.090964788285	0.364874838263	0.48801871666
a	0.00810956482943	0.0106560732613	0.0184881715112	0.0780115034283	0.457191669421	0.42754302222
</S>	0.00903901891472	0.0109641411306	0.0132782847556	0.0479973627142	0.38669056971	0.53203063111
