 	vuole	pianto	</S>
i	0.956077845	0.03623866725	0.00768350263
t	0.982299861667	0.01381794925	0.00388222063
è	0.989038587222	0.00809492641667	0.00286653003
l	0.949901929074	0.0167230014722	0.0333751144967
i	0.713548876358	0.138704658491	0.147746476499
k	0.346285926186	0.494770329497	0.158943760166
l	0.121786871462	0.808539926499	0.0696732303887
a	0.0468618553207	0.7029185755	0.250219565796
m	0.0168132075736	0.681522391833	0.301664394599
m	0.00600359773453	0.877162430611	0.116834010866
è	0.00236253882151	0.731259060204	0.266378456955
n	0.00145076767384	0.580113613401	0.418435662318
o	0.00207966129128	0.411951013467	0.585969347439
</S>	0.00294890264564	0.207905655234	0.789145448719
