 	devo	pulire	l	albero	</S>
è	0.454576917	0.54149136	0.00329793578	0.00063079855	2.9626151e-06
n	0.170473539	0.825485173333	0.00344374886	0.000592863266667	4.6639785e-06
a	0.0727961116667	0.925123171111	0.00154800641	0.000529010855556	3.72770921233e-06
k	0.0489097638889	0.897476237037	0.0107352370933	0.0339760414519	0.00890275191778
a	0.046653908963	0.853497812346	0.0165711273644	0.0713075521506	0.0119696030393
t	0.0310416791543	0.629575077449	0.0107008489215	0.320301452384	0.0083809404131
à	0.0171392915514	0.33186269915	0.0158446874405	0.626274180795	0.00887912237103
r	0.0287698548505	0.224599269717	0.0281929441468	0.686113376932	0.032324526357
o	0.0987653426168	0.148699331572	0.192478412716	0.498945038977	0.061111852119
t	0.165363607539	0.157402158857	0.345286894239	0.275355932992	0.0565913797063
o	0.118209801846	0.135612171452	0.309629814746	0.400709084331	0.0358391165688
n	0.0425409738153	0.050333353784	0.218503584915	0.622218514777	0.0664035765229
à	0.0159134509084	0.0192466230813	0.109480481972	0.775323691592	0.080035763841
r	0.00747149093947	0.00923702838043	0.052972263324	0.864502940531	0.065816294947
b	0.00772148184649	0.00718085336014	0.0372105384413	0.62332765351	0.324559500316
u	0.00811403694883	0.00474545168671	0.0226413979138	0.273568616503	0.690930510105
r	0.0114906493163	0.0085328792289	0.0300847267379	0.339226507501	0.610665233368
o	0.0103145157621	0.00893359692963	0.0312295405793	0.4094756825	0.540046687789
</S>	0.00540679086605	0.00471820174481	0.0169646117896	0.30023936125	0.672671078895
