 	lo	sentii	che	arrivò	</S>
t	0.9617694	0.01861423325	0.0195982404	1.79655785e-05	1.09538275e-07
o	0.675504543333	0.12105421525	0.203294863467	0.000146287204167	6.0139205e-08
n	0.262306045111	0.16716772175	0.567598234489	0.00291698306139	1.10256243983e-05
ì	0.0911107933703	0.11126410725	0.793307491496	0.00430282052046	1.48187233661e-05
k	0.0378219297901	0.0869278524167	0.853291863832	0.0218222913402	0.000136064513022
u	0.20152565093	0.176045310806	0.595183350277	0.0270692711334	0.000176405817404
s	0.29266083031	0.235857806935	0.460651262426	0.0107599727978	7.0124750198e-05
a	0.139676696337	0.120800533312	0.710696590809	0.0287847049993	4.14366893993e-05
k	0.0471799017357	0.0450680280707	0.550805356936	0.354704318333	0.00224235559113
a	0.0162132283252	0.0181501803902	0.207405300979	0.745687339444	0.012543913197
ì	0.00564344951607	0.0082322432634	0.0933489703263	0.878529159815	0.0142461650657
r	0.00215284078969	0.0032785565878	0.0440248307754	0.903727199938	0.0468166203552
t	0.00108964937323	0.0015711118626	0.0200539049251	0.676590816646	0.300694580118
e	0.00201549686774	0.0016922733542	0.0119288236417	0.319415651215	0.664947786706
</S>	0.00332443823387	0.0023121124271	0.0124749718209	0.167607119107	0.814281363353
