 	dopo	Giovanni	é	tornato	a	casa	</S>
d	0.89841381	0.101384705	0.0001971873	1.62583325e-06	5.6747465e-07	2.1610814e-07	1.8899627887e-06
ò	0.890875453333	0.108616951	0.000500470813333	4.61920605e-06	4.35328348667e-07	2.13159195293e-07	1.8893011971e-06
p	0.919159851111	0.0801333663333	0.000592110291111	5.60488945e-06	1.25174994822e-06	7.45934745706e-06	0.000100369711933
u	0.745796967037	0.253665232111	0.00038146210037	1.163133625e-05	1.63822503274e-06	9.87532286945e-06	0.000133196627422
o	0.393232183346	0.594592864037	0.0120761765501	5.03652210833e-05	7.29647654247e-07	3.29335233475e-06	4.43993891501e-05
G	0.290433605449	0.653927164679	0.0522862921834	0.000664273240361	0.00103665354691	0.000808763676439	0.000843265379615
i	0.269436941816	0.66153821156	0.0632431210611	0.00208826178012	0.00144993022897	0.00111229301881	0.00113123509654
o	0.108210787005	0.536266064853	0.34685952202	0.00729434396004	0.00056438822899	0.00040613578807	0.000398768302788
v	0.0540001720683	0.205830820951	0.700318820673	0.0144324756533	0.002195373049	0.0101520232512	0.0130703396015
à	0.0380953400228	0.150525575317	0.760075233558	0.0177791828844	0.002825460583	0.0134031791404	0.0172960506222
n	0.0277446260076	0.145408815106	0.741267791186	0.0572507892948	0.00710608532767	0.00879670177013	0.0124252069624
n	0.0228730182359	0.0896403150353	0.736229663729	0.123292483098	0.00977101757589	0.00732009905338	0.0108734232775
i	0.010332139312	0.0482746536784	0.555427221243	0.370224454366	0.00943914565863	0.00253390131446	0.00376851151583
j	0.0165960277707	0.0470401165595	0.347461233748	0.546327791455	0.0272167562195	0.0126708866048	0.00268720947194
ù	0.0170321126569	0.0422008841865	0.426864191249	0.459456083818	0.0323208590732	0.0187804435349	0.00334544215731
r	0.00905348861897	0.0223955247288	0.409302630416	0.440513191273	0.0539624600244	0.057718276845	0.00705442388577
i	0.00682359453966	0.0153687234429	0.218127471472	0.549985863758	0.122139036675	0.0703601723817	0.0171951482953
s	0.0154553411799	0.018576642681	0.114481855157	0.548422754586	0.217909355558	0.0579789475606	0.0271751260984
e	0.0178636317066	0.0185403497937	0.0730140550523	0.462611684862	0.334621465186	0.0652152025202	0.0281336286995
è	0.00667660891553	0.00716236866457	0.0721253616841	0.481981798287	0.364770935062	0.0490300241734	0.0182528887665
s	0.0295180333385	0.0215009753882	0.0720260198947	0.357157272762	0.318054925021	0.166442151391	0.0353005981222
s	0.0365173878862	0.0255764548627	0.0319717426649	0.152340579254	0.217077899007	0.259575730464	0.276940206041
u	0.0123290734221	0.00875584168757	0.011698462255	0.0700535900847	0.120380637002	0.164638334821	0.61214404868
</S>	0.00637299774105	0.00465580884378	0.0062087631275	0.0493690880423	0.105145508501	0.0982400094105	0.73000779434
