 	guardando	le	nuvole	sapevi	che	sta	per	piovere	</S>
k	0.9818295	0.0073774628	0.00625924465	0.0043437609	0.0001614734425	1.112184911e-06	9.47448209e-07	1.8655375211e-05	7.81102460489e-06
a	0.88436328	0.1046281556	0.00671894941667	0.00412167019667	0.000139253504833	1.129855967e-06	1.07468845967e-06	1.8655319259e-05	7.81099313983e-06
n	0.542046827667	0.3665842352	0.0311219150056	0.0598244939622	0.000402333872278	1.66157048567e-06	6.25584993223e-07	6.43433627498e-06	1.14453526515e-05
o	0.203869486889	0.676624495067	0.0406333661685	0.0783747293907	0.000480637066426	1.82150662722e-06	4.40260597741e-07	2.36067394203e-06	1.26568038582e-05
n	0.080934470963	0.741673365022	0.0551498898895	0.120136904534	0.00204627436448	1.13196658411e-05	1.24931418258e-06	9.59480141047e-07	4.55944682605e-05
ì	0.032807422421	0.750282341674	0.0797995032965	0.134469570211	0.00256818641416	1.4496610657e-05	1.43179335753e-06	4.92413857629e-07	5.65736926785e-05
s	0.0162196045737	0.649590467225	0.271829604432	0.061401373437	0.00093000037072	5.15756549567e-06	5.10167737843e-07	1.6430853701e-07	2.31321984845e-05
o	0.0112441231912	0.397647329075	0.552745491477	0.0379333033123	0.000414769823573	2.53946106522e-06	4.36129821281e-07	5.4948028223e-08	1.19851057071e-05
n	0.0070040207304	0.271591966358	0.656339637159	0.0634640652708	0.00157537093452	1.68795990217e-05	3.58303372709e-06	1.99299046073e-08	4.46499431462e-06
t	0.0069763985768	0.214823015453	0.669544972386	0.10425774509	0.00420775967817	0.000159724548341	2.83336925757e-05	1.35705410358e-08	2.02193041154e-06
a	0.00931986519227	0.170087689818	0.636347534129	0.176008568363	0.00773265702606	0.00044318340278	5.97042608586e-05	2.21783816786e-08	7.74062010513e-07
t	0.00628689553076	0.081361186506	0.45104528471	0.447762576121	0.0125363590087	0.000929660320927	5.77804686195e-05	5.58026188929e-08	2.01950601035e-05
e	0.00283316107692	0.0340934250687	0.246291814903	0.669716875374	0.0431083073362	0.00299167270698	0.000937532321206	3.60363439631e-07	2.68185969678e-05
s	0.00154765423231	0.0173124634562	0.145225574968	0.758103775125	0.0682643991121	0.00807007273566	0.00136013645707	1.09521871321e-06	0.000114807306589
m	0.0061927551841	0.0167795419187	0.138111448323	0.748477891708	0.0728982763707	0.0160729867452	0.00131016183569	2.3859273044e-06	0.00015452859553
à	0.0079072184947	0.0189039456396	0.169165559441	0.711681317236	0.0659928587902	0.0231396455817	0.0025843278119	0.000520798751768	0.000104289041843
n	0.00520723949823	0.0157509568799	0.131395553147	0.737266105745	0.0644180515967	0.0419391985272	0.00322678077063	0.000693816489456	0.000102276753948
t	0.00618114706608	0.0169575542933	0.0957020693823	0.668718181915	0.0921258291989	0.113123296176	0.00541294739021	0.000367271602019	0.00141170734132
e	0.00516684802203	0.0120214633311	0.0548731341941	0.419239657305	0.2798556164	0.198506475392	0.0281495786301	0.000291108154006	0.00189614250377
ì	0.00274092074401	0.00539913606703	0.0207581516314	0.210462549102	0.434392505467	0.277246155131	0.04814291621	0.000150445041335	0.000707255550123
t	0.00494822165134	0.0132643604123	0.0261253963771	0.212483766367	0.380726081822	0.322757115044	0.03919968807	7.24161421117e-05	0.000422972642241
s	0.00590907420378	0.0161664110708	0.0291802669924	0.187937957456	0.330655807274	0.397656048348	0.0292016113567	3.93117983706e-05	0.00325349711408
e	0.00241540698793	0.0060114383836	0.0116512263475	0.097800451252	0.343466469091	0.358330952783	0.175617666452	0.00013232761879	0.00457405300469
r	0.00108961847598	0.00233397460453	0.0043911418325	0.0402432728507	0.313853569697	0.361172534261	0.274390925484	0.000378211099597	0.0021467476749
e	0.00049102638066	0.00103780179818	0.00191876573083	0.0209663970836	0.217120156566	0.387710774754	0.362432678495	0.00728786309987	0.00103454436497
k	0.000580050768887	0.00127449721273	0.00212878159694	0.0218697361612	0.150568948855	0.438928284918	0.370348812832	0.0124196790333	0.00188120735499
a	0.000621707506296	0.00136578042758	0.00222612341898	0.0222516707537	0.118738994285	0.473957681639	0.327860824277	0.0479391976778	0.005038007585
n	0.000518619318765	0.00101754233253	0.00132874865966	0.0172758989512	0.101621352762	0.449433770546	0.350392864759	0.0731976435593	0.00521360836167
a	0.000456801328922	0.000864742410843	0.000958115865887	0.0148987803104	0.062108602254	0.365395997849	0.305027938253	0.24616169552	0.00412735962056
v	0.000301015715641	0.000644344103614	0.000913145201296	0.00999565576347	0.0370192420847	0.34841100695	0.265694586084	0.329351068507	0.00766988054019
r	0.000253820735214	0.000584058107871	0.000935257193765	0.00851768720782	0.0279411585949	0.346333651317	0.148750462361	0.455758949502	0.0109248641801
è	0.000219364841738	0.000382822842624	0.000510159404588	0.00338163634261	0.011816935165	0.132173341939	0.0657608544537	0.767454253167	0.0183005533934
t	0.00428883763058	0.00908512791421	0.0151927480482	0.0440877791009	0.040785881455	0.231503133146	0.0501308661512	0.582177039056	0.0227485494645
s	0.00621059837686	0.0125538965047	0.0209614010161	0.0595807297003	0.058221912485	0.294326352382	0.0749089167171	0.231141644352	0.242094552488
i	0.00340165912562	0.00533506446823	0.0082652086387	0.0222097270668	0.030744698995	0.133668582127	0.120857355572	0.108556276451	0.566961440829
</S>	0.00268357081281	0.00331007988412	0.00452393176935	0.0112957692834	0.0196219967475	0.0697147410635	0.150559012786	0.0681039457255	0.670186955415
