 	non	sono	andati	</S>
e	0.841131665	0.139632715	0.0192150093	2.05954244e-05
n	0.583501123667	0.128900405	0.279183431967	0.00841502280773
è	0.198373141022	0.424377135	0.366034319389	0.0112153858922
c	0.0709216831407	0.602146185	0.315757895196	0.0111741802537
h	0.0334901097136	0.359642811667	0.595204131732	0.0116628777179
u	0.0584638602379	0.300176527222	0.633184277244	0.00817527587263
n	0.104177856746	0.443822362407	0.424963319081	0.0270364399575
e	0.083488500582	0.358917810802	0.471449699694	0.0861440046525
p	0.032326455494	0.142655196934	0.609823179898	0.215195194884
a	0.0113706323813	0.052274629078	0.542896423299	0.393458351628
m	0.0043075898771	0.0238073607927	0.553198774433	0.418686307209
è	0.00189434099237	0.0142197809309	0.571783174811	0.412102712403
n	0.00102700122079	0.0059827133103	0.49795264827	0.495037620801
a	0.00285091643026	0.00448158843677	0.324531013757	0.668136456934
</S>	0.00474715921513	0.00478241521839	0.172937068379	0.817533328467
