 	i	bambini	piccoli	li	vestono	i	genitori	</S>
a	0.72012287	0.2768143068	0.000121581713	0.0029286307	1.2632116e-05	2.20647775e-08	2.33129115e-09	4.69367053e-10
p	0.572489948	0.0935980919233	0.320396566543	0.0133046410333	0.000145394798333	1.14340156885e-05	1.62409894576e-05	3.77405205943e-05
e	0.508894160667	0.0377660790978	0.435180614181	0.0178817146778	0.000189975021978	1.55394550295e-05	2.16540339612e-05	5.0320614258e-05
t	0.490951881222	0.0205983833659	0.462881726727	0.0200671858926	0.00507466502986	5.88360060983e-06	8.58404612907e-06	0.000411736813813
à	0.192431663407	0.0136988927886	0.762134525576	0.0242471099642	0.00694884862662	2.52144811328e-06	4.22805388879e-06	0.000532210217092
c	0.124095423136	0.0120320517629	0.641291181859	0.184717120655	0.0325682568255	1.37372864776e-06	3.2249493087e-06	0.00529137585152
i	0.146156757712	0.016439216421	0.353464287286	0.436118753552	0.0409375117785	2.73919604925e-06	2.89669604557e-06	0.00687782787374
a	0.120299439571	0.0158793257603	0.211441515762	0.634580384517	0.0154981331962	7.49866584975e-06	9.74091617357e-07	0.00229267454673
k	0.047474001857	0.0056819387901	0.131052347921	0.592267574839	0.221373575499	3.80677511166e-05	2.79136253653e-05	0.00208454751449
è	0.0218567049523	0.0026060631467	0.328426225307	0.329602462946	0.315339310166	0.000102391043706	4.82513837884e-05	0.00201857490916
c	0.0183951899841	0.00220304068223	0.387952791769	0.180964345649	0.401150288389	0.000429732961235	0.000792302049929	0.00811231304072
c	0.025571674328	0.00264034749408	0.148938047923	0.167416671883	0.60786179613	0.00661162142041	0.02058511975	0.0203747306802
i	0.0196152624427	0.00250073686469	0.0597039893077	0.425634647294	0.43226005871	0.0166864531401	0.02646796259	0.0171308777601
a	0.0127309421476	0.00304931718823	0.0240308606692	0.685036029098	0.223678792903	0.03674736838	0.00888684574667	0.00583982806337
u	0.00973270428253	0.00279063118274	0.0133938474564	0.549816219699	0.291163927634	0.12787453446	0.00325203547556	0.00197608709846
s	0.00617909666084	0.00122142881425	0.00794022368547	0.3183415599	0.524344825878	0.13755132172	0.00161784697519	0.00280368963349
e	0.00438573660361	0.000639834742417	0.00333782371849	0.175868554967	0.489800915293	0.318956547473	0.0037923954584	0.00321815697783
n	0.00170462759787	0.000247903098472	0.00165161099616	0.0779466853223	0.509112558431	0.393372763158	0.0102095094861	0.00575429495928
d	0.00409388237929	0.00254607617949	0.00368407113205	0.0496848747741	0.590836299477	0.281290431719	0.041778378162	0.0260859763198
ì	0.00475933613976	0.00332595814316	0.00475073181068	0.033232256758	0.489125479826	0.330165870573	0.096735986054	0.0379043967733
n	0.00694761389325	0.00395178613105	0.00583316770356	0.0357297764193	0.485594863275	0.309023840191	0.113495003351	0.0394239769244
n	0.00790285214108	0.00431145731035	0.00600766180119	0.0359344318064	0.344354549092	0.337669520064	0.13763421245	0.126185335641
u	0.00644442455703	0.00372233537012	0.00331291326706	0.0193490986021	0.143455371364	0.382430396688	0.12847061015	0.312814845214
n	0.00707611931901	0.00369910465671	0.00260996275569	0.025073310534	0.0926034074547	0.378071288896	0.190450359383	0.300416426738
e	0.003804466493	0.00160783425024	0.0017279298019	0.0218670588447	0.0768136353849	0.442511996299	0.300252453128	0.151414618579
i	0.00148742621767	0.00056528064608	0.000993228250633	0.0106591686149	0.034164723695	0.4661338521	0.398862504376	0.087133802193
g	0.00068850398589	0.00020688262326	0.000709479836211	0.00649450944497	0.0190784098983	0.288957577367	0.643469568125	0.040395036731
e	0.000303830441963	0.000104030892653	0.000311407524737	0.00235665796832	0.00793617224277	0.171974232456	0.776638756042	0.040374903577
n	0.000367353180654	0.000108631221218	0.00161391266825	0.00124339233611	0.0123783220243	0.157740012485	0.790432518681	0.0361158601257
i	0.00267999656022	0.00129572208907	0.00860041788942	0.00273296554537	0.0144398618748	0.122484402495	0.77494565956	0.0728209856419
t	0.00701116115341	0.00229747352969	0.0104098450631	0.0141001965151	0.0155648068249	0.082593051165	0.76058301652	0.107440486547
ò	0.0066437953178	0.00161474989656	0.00931473045437	0.016513568305	0.017869009275	0.0458035897217	0.809934782173	0.092305756849
r	0.00562782453927	0.00146613695219	0.00861554528479	0.009774248235	0.010520210425	0.0290594592406	0.805861994058	0.129074525616
i	0.0123156355131	0.0063048883174	0.00416668832826	0.0104750474117	0.00534439676167	0.0197713034135	0.525150700519	0.416471301872
</S>	0.0175171592566	0.0107892951587	0.00313757281413	0.0106015292059	0.00277976231083	0.0177456117068	0.26604925401	0.671379775936
