 	non	so	cosa	stai	scrivendo	</S>
a31	0.2535906	0.04937932	0.007688507	0.50397897	0.18430626	0.0010563338
a21	0.021557264	0.01868599	0.009073254	0.7323512	0.21709508	0.0012372541
a31	0.0068090186	0.24736112	0.0021084347	0.5290814	0.21438456	0.00025540797
a10	0.004646923	0.017224684	0.0009466866	0.8091786	0.16792478	7.833954e-05
a7	0.0005400617	0.13194862	0.0065296167	0.56982976	0.28963745	0.0015144547
a41	0.013988351	0.020036262	0.001093925	0.18540828	0.77630883	0.0031642995
a31	0.05664268	0.09765725	0.006437276	0.16844377	0.64366627	0.027152747
a8	0.025182119	0.05077595	0.13576387	0.23115309	0.310423	0.246702
a31	0.00082799664	0.0021999034	0.0001731216	0.09632594	0.88377446	0.016698536
a8	0.0055956063	0.016924592	0.09433992	0.086150154	0.17439622	0.62259346
a23	0.0005967907	0.0004105228	8.702125e-05	0.0766301	0.9198845	0.0023910976
a8	0.0009287025	0.0044366973	0.0012372235	0.06854337	0.8866632	0.038190793
a31	0.0010780391	0.009575773	0.0036731309	0.08528773	0.81329864	0.087086655
a21	0.001944466	0.011426146	0.022356357	0.2651046	0.54374003	0.15542842
a31	0.0014896309	0.0021963562	0.0015365124	0.10105788	0.874792	0.01892761
a24	0.0015543274	0.005093751	0.008378592	0.20268337	0.73728526	0.045004677
a21	0.004310876	0.0060703126	0.0038286296	0.092243575	0.8279973	0.065549314
a31	0.05127972	0.061510492	0.053343732	0.26737905	0.48176262	0.084724344
a17	0.0010557834	0.003537742	0.0033557848	0.0543435	0.8919914	0.04571584
a20	0.03197925	0.04627182	0.03829299	0.09192724	0.49101067	0.30051798
a0	0.082085736	0.09322233	0.082977176	0.14546652	0.41983688	0.17641144
a31	0.031677127	0.038505774	0.032026082	0.14611876	0.6661649	0.08550737
a8	0.0037259117	0.01654361	0.008116375	0.02400268	0.8046803	0.14293106
a37	0.025836652	0.0383897	0.03097827	0.13045748	0.5706229	0.20371504
</S>	0.09012821	0.112011805	0.09688324	0.12683755	0.28624445	0.28789476
