 	se	vuoi	vivere	non	essere	grasso	bisogna	mangiare	poco	</S>
a31	0.16417126	0.630841	0.041552164	0.0809143	0.0017694575	0.0020557567	0.021026047	0.028346226	0.027683618	0.0016401493
a20	0.0048116427	0.038466007	0.07308645	0.15690207	0.000590149	0.36961558	0.045737617	0.005661801	0.3038918	0.0012368899
a31	0.0011634486	0.70127	0.0131029105	0.008134307	1.3483638e-06	0.14404112	0.048656758	0.02576139	0.057356063	0.0005126243
a28	0.00732384	0.4981907	0.0935675	0.10738596	0.00014597227	0.18775055	0.02588183	0.023847336	0.05525642	0.0006499146
a37	0.00026827562	0.69179434	0.0074199657	0.011456834	2.5222116e-06	0.08427583	0.046316598	0.051894296	0.10620565	0.00036564536
a24	0.043296855	0.8920276	0.0050340206	0.0015516505	2.6293187e-06	0.0034031984	0.01833851	0.027490208	0.008724905	0.00013041793
a31	0.012590653	0.8289154	0.010167761	0.00052287785	1.9575418e-05	0.0012641636	0.006671819	0.009577601	0.12776345	0.0025066203
a20	0.0065874453	0.033054426	0.013971137	0.0998426	0.0006559578	0.2650771	0.34990206	0.19231854	0.03736652	0.0012242126
a1	0.016813137	0.9230714	0.023503965	0.01369762	3.31045e-06	0.001202347	0.0016532957	0.005235189	0.014677466	0.00014225555
a31	0.014578378	0.33587876	0.5696203	0.06580136	8.587084e-05	0.0010464567	0.000291561	0.0005229996	0.011596081	0.00057813764
a28	0.0033563483	0.37432903	0.18377417	0.014846518	0.0051097246	0.060280565	0.110975936	0.0757084	0.1286499	0.042969394
a24	0.026236711	0.7597671	0.07214824	0.07849257	7.9516285e-05	0.0074944464	0.010492858	0.018151952	0.026153773	0.0009828166
a28	0.03132768	0.21952775	0.40417767	0.30357096	0.00057905435	0.0069801244	0.0055653322	0.0060534063	0.015601975	0.006616109
a24	0.024333766	0.4163017	0.17661852	0.13710168	0.001393217	0.05787545	0.02314189	0.031204734	0.06016993	0.071859136
a46	0.038558267	0.20139933	0.3952149	0.28425267	0.0007922983	0.008680067	0.009979992	0.008977476	0.038704935	0.013440054
a14	0.065424494	0.18024358	0.10436116	0.2979109	0.0068375994	0.1940304	0.07607562	0.027414113	0.0407327	0.0069694603
a31	0.036897372	0.27855572	0.11175234	0.21082027	0.0018698866	0.05045058	0.043229446	0.038953077	0.14740776	0.080063544
a11	0.006448798	0.34729588	0.17624292	0.047036	0.0015144924	0.12666559	0.051001035	0.060177233	0.05870133	0.12491668
a31	0.04074497	0.094385	0.06540053	0.23524968	0.008106572	0.21762164	0.23913443	0.045979664	0.038478903	0.014898598
a47	0.011941526	0.28495598	0.054233514	0.08818681	0.0024452826	0.18578762	0.08860004	0.043286666	0.065706596	0.174856
a31	0.1277489	0.13412468	0.18284898	0.12203716	0.10505382	0.11554003	0.07986359	0.0868992	0.018111479	0.027772216
a24	0.08201622	0.13768588	0.15158668	0.053291257	0.02076576	0.13894744	0.07341776	0.028097466	0.100032285	0.21415919
a1	0.11333832	0.06646455	0.10459763	0.12902862	0.045898277	0.15979685	0.220829	0.08168219	0.034255072	0.04410948
a20	0.05780806	0.076611355	0.059584018	0.1599388	0.046159822	0.29919025	0.2369328	0.04251306	0.011943266	0.009318614
a31	0.023369573	0.061202217	0.020257613	0.16830827	0.0071975216	0.25779656	0.28268167	0.050096106	0.10475034	0.024340078
a20	0.025738394	0.10095525	0.020102553	0.050008513	0.0050150994	0.20071892	0.12907374	0.044722207	0.119334996	0.30433035
a37	0.072996594	0.07616731	0.07425078	0.11279795	0.059679706	0.19319193	0.26072544	0.07606539	0.033491842	0.0406331
a24	0.0928038	0.07543471	0.06066068	0.12304922	0.050353102	0.22847123	0.27752507	0.056080878	0.015368754	0.02025258
a29	0.06599361	0.05415476	0.026885234	0.1400031	0.01360112	0.257636	0.35577717	0.036918472	0.030829862	0.018200725
a20	0.036556687	0.05119148	0.02333976	0.14770864	0.0126556475	0.29248402	0.34738272	0.03990802	0.033074692	0.015698338
a10	0.041749053	0.050272215	0.03132967	0.12175586	0.02274919	0.28408504	0.36953288	0.041671924	0.020201156	0.016653063
