 	volevo	trovare	un	forno	che	fa	un	rustico	buono	</S>
a20	0.98745745	0.00083031086	0.0007351419	0.00066017214	0.00023411898	0.0039058123	0.006050196	0.00011540385	6.5581876e-06	4.786391e-06
a31	0.1978272	0.0001229479	0.019172743	0.015227535	0.0017437213	0.2832944	0.4747366	0.007705294	0.00011575127	5.375326e-05
a37	0.73148	2.0810793e-08	0.0012676193	0.0010805043	0.005104542	0.15550615	0.096671954	0.008879103	8.817817e-06	1.2950188e-06
a21	0.08203103	0.00025269596	0.36592394	0.13821545	0.02998808	0.22470832	0.13186899	0.026652751	0.00011487419	0.00024386075
a31	0.28874508	0.0006756322	0.04673213	0.027736224	0.009224582	0.114119336	0.5114632	0.0010989768	8.493101e-05	0.00011984939
a7	0.61403036	7.0082833e-06	0.075728394	0.051982302	0.009297281	0.091901384	0.15554343	0.00082463975	0.0006368549	4.8398037e-05
a29	0.18925449	0.0062431456	0.42606077	0.103863664	0.01019886	0.058931936	0.20043537	0.0041713	0.0006373719	0.00020313547
a31	0.11771728	0.010165146	0.15851615	0.08103247	0.01822438	0.0610998	0.54728067	0.004881105	0.0005703828	0.0005125958
a29	0.03200247	0.00013217848	0.344326	0.3532525	0.0121908495	0.05467861	0.19897476	0.0015941845	0.0024745455	0.00037380826
a31	0.53145987	0.022346037	0.34069318	0.034811545	0.012590294	0.009697289	0.022975827	0.011127098	0.0113064805	0.0029924111
a41	0.013223741	0.00024884127	0.74920064	0.18333587	0.008985282	0.015546658	0.021159066	0.0042741634	0.0035868962	0.0004387355
a18	0.6534907	0.0054149656	0.19795987	0.019823674	0.002934003	0.028861547	0.067100815	0.0054878993	0.017758746	0.0011677716
a31	0.16212617	0.1272384	0.30568057	0.043852456	0.031657193	0.05875605	0.03389151	0.028341707	0.1916172	0.01683878
a37	0.5722225	0.002413502	0.034781866	0.10688902	0.12084353	0.026991418	0.077375	0.012482538	0.03892781	0.0070728166
a3	0.49393043	0.039495047	0.13346803	0.0537661	0.04039118	0.084283665	0.12276493	0.009534669	0.017810151	0.0045557534
a21	0.011334218	0.039983824	0.47501692	0.07030436	0.041521367	0.19287483	0.07924578	0.018361565	0.068665534	0.0026916198
a31	0.07504636	0.04888555	0.34956577	0.042797823	0.025091205	0.2528934	0.102943316	0.031989045	0.06446441	0.0063230908
a37	0.053648204	0.027279682	0.28166685	0.055397652	0.07842053	0.1749433	0.09412133	0.124458954	0.08559602	0.024467533
a31	0.08923985	0.09136622	0.14683546	0.04559417	0.024745021	0.3559535	0.18798138	0.018293679	0.029436573	0.01055414
a28	0.0259572	0.031657755	0.05310005	0.009852712	0.04237795	0.3218002	0.21192874	0.12461037	0.036627382	0.14208764
a31	0.06611371	0.33257115	0.2048929	0.10298359	0.043559402	0.08795625	0.054838948	0.01649525	0.052486524	0.038102295
a8	0.009452303	0.10109792	0.0031063822	0.0104198875	0.048968483	0.08810293	0.038576376	0.07306692	0.06622738	0.5609814
a31	0.06827853	0.42188984	0.21107018	0.120017834	0.044149484	0.024403991	0.014518053	0.012154721	0.035069767	0.04844749
</S>	0.0058019822	0.050966013	0.0009506025	0.0073938346	0.03635155	0.029200433	0.012721335	0.061392203	0.0822667	0.71295536
