 	quando	Giovanni	è	arrivato	è	arrivato	alla	casa	o	a	casa	ancora	e	cucina	</S>
a39	0.14878152	0.27610055	0.019403169	0.04672782	0.013609741	0.027867805	0.018449452	0.005235846	0.023657868	0.009861577	0.015502991	0.014784708	0.003040888	0.371987	0.004989032
a31	0.15631895	0.05908607	0.00011641548	0.00048816032	3.2510754e-05	0.00042156683	0.015130517	0.0035971196	0.004197399	0.0001273826	0.0067518596	0.00025356453	0.00054777984	0.7522244	0.000706358
a8	0.04969083	0.02504176	7.195939e-05	0.0006476979	5.769995e-06	0.0005494867	0.07727509	0.13342112	0.00361585	0.0012344815	0.02313032	0.035101615	0.07627417	0.15285037	0.42108944
a31	0.09232242	0.16387303	6.2770314e-06	6.6109285e-05	3.4005664e-06	9.040123e-06	0.018610545	0.016777692	0.0047444105	0.031726647	0.13573799	0.0052478514	0.0075555076	0.52286583	0.0004532967
a20	0.00448951	0.0051303995	1.579895e-05	0.00063295994	8.205288e-06	6.980378e-05	0.031397656	0.39601618	0.008940108	0.00094311073	0.19473451	0.023216337	0.0029462306	0.28976312	0.041696075
a31	0.02786111	0.24199052	2.2923461e-05	5.843977e-05	1.5191667e-06	1.1616739e-06	0.0062221754	0.012680067	0.015576461	0.0005532452	0.008588551	0.004540322	0.002387223	0.67858016	0.00093613553
a13	0.0097646685	0.037115064	1.4355069e-05	0.00022475267	9.684747e-06	5.87222e-06	0.008045303	0.19246146	0.013978161	0.001709043	0.10438508	0.024410462	0.009689575	0.5875747	0.010611797
a18	0.04964951	0.084335245	0.000103816164	3.5472127e-05	1.3903251e-05	6.0164025e-06	0.0072035864	0.014639204	0.006630723	0.007372418	0.0044649667	0.0049127378	0.0024989827	0.8174006	0.0007327498
a31	0.27455312	0.3244679	0.0012347859	0.0021152142	0.00026299173	0.00030612858	0.062110312	0.021409914	0.055066794	0.005563528	0.015895987	0.0021444852	0.0042686467	0.22815847	0.0024417664
a20	0.005065641	0.0023190633	0.00014839944	6.2895575e-05	5.0474242e-05	1.0507387e-05	0.21766594	0.22508946	0.028492512	0.0004396704	0.44300622	0.030953977	0.0006629619	0.040764917	0.005267285
a39	0.11794471	0.19802201	0.0008242836	0.0008244832	9.85704e-05	0.00022307452	0.012720431	0.0863787	0.022549255	0.03831314	0.016907241	0.006276359	0.007854069	0.48682573	0.0042378902
a13	0.036390126	0.449563	0.0006466592	0.04967702	5.0362396e-05	0.00313292	0.05823839	0.035401948	0.023835432	0.0532697	0.008487226	0.0059907436	0.035407737	0.23329344	0.0066152727
a31	0.0071932487	0.29667854	0.00039159937	0.068226725	3.4972476e-05	0.004036848	0.04246541	0.07357167	0.03859651	0.11416736	0.01968189	0.013619713	0.13334139	0.18371911	0.0042750603
a18	0.0065562665	0.07866547	0.00033080936	0.0005442423	0.0002022257	8.653388e-05	0.036258195	0.078948766	0.4974496	0.0898608	0.041198943	0.09656785	0.05607896	0.010495076	0.0067561516
a31	0.0050240024	0.13027078	0.00029046278	0.00629488	0.00011730386	0.0023069463	0.004735506	0.014178427	0.012259387	0.17988943	0.01118506	0.009838958	0.027992925	0.5927654	0.0028505656
a37	0.001116444	0.020519417	0.0019714735	0.00080553984	0.00046483887	0.00021482895	0.0077104685	0.038705446	0.11897558	0.34280923	0.08239924	0.2328984	0.14036806	0.0013243783	0.009716606
a18	0.006676851	0.05563297	0.0006894215	0.008243938	0.00038249	0.005814446	0.0027804524	0.010178321	0.0073878863	0.073947914	0.013739692	0.0096755205	0.018158218	0.78341454	0.0032773046
a31	0.008163848	0.123736314	0.00038229756	0.019272598	0.00017357252	0.0043582064	0.0019681368	0.04682994	0.01779377	0.52740014	0.028409483	0.039690495	0.096775584	0.079749644	0.005296019
a20	0.004256395	0.025193729	0.0030426658	0.0014392163	0.000643906	0.00021580637	0.0070133805	0.018867927	0.16178682	0.41272855	0.037622176	0.1665265	0.1380047	0.0015880918	0.021070031
a31	0.0052330876	0.05392851	0.00088055135	0.016116906	0.0010654042	0.012077386	0.004679435	0.018544273	0.012623395	0.12878723	0.0209546	0.03715707	0.0416222	0.6426902	0.0036397767
a29	0.0024135362	0.07659015	0.013609684	0.0056011816	0.002752116	0.0016794251	0.023043208	0.027491452	0.1532212	0.33494925	0.031522624	0.20227967	0.106166326	0.0033087463	0.015371399
a31	0.004834812	0.035932582	0.0023880843	0.03786163	0.0027941854	0.031760693	0.009839333	0.02834348	0.017562551	0.14497662	0.030216599	0.046034448	0.055005666	0.546282	0.006167364
a11	0.0014788558	0.09412146	0.032672856	0.017188443	0.008173036	0.012178648	0.045173153	0.08411246	0.112461224	0.12594904	0.053477723	0.22574045	0.14244457	0.022422533	0.022405604
a31	0.005297338	0.07272205	0.0040610563	0.041963726	0.0055005597	0.039360903	0.02451147	0.034088913	0.037752066	0.09119639	0.040912863	0.015521693	0.013689384	0.5712994	0.0021222488
a20	0.0007969258	0.07554034	0.05642149	0.032733075	0.009361526	0.027740965	0.038696904	0.09503995	0.10359692	0.07688529	0.03477937	0.16428682	0.2101545	0.04276977	0.03119619
a13	0.008417515	0.1244774	0.008458846	0.07121131	0.012982637	0.06725474	0.044579938	0.08460052	0.10713894	0.17131762	0.08196066	0.029834317	0.022368303	0.16282299	0.0025742431
a20	0.017813973	0.10931223	0.015427871	0.036654875	0.020297896	0.03424991	0.023820117	0.09654879	0.26326126	0.15738605	0.055204038	0.06962503	0.02515174	0.067913	0.007333205
a31	0.034894563	0.038473044	0.019607278	0.029944295	0.020459358	0.027482126	0.019766072	0.045654155	0.24878933	0.08257271	0.0414254	0.105614126	0.054743987	0.19018793	0.04038563
a20	0.02536698	0.03256384	0.13453077	0.047458474	0.0347413	0.040078275	0.01316805	0.024184369	0.070995435	0.08738627	0.0074351043	0.062400125	0.19957492	0.064199924	0.1559162
a46	0.013779976	0.114752956	0.013747424	0.035100456	0.017837241	0.033179812	0.024549399	0.10434823	0.25767782	0.14543048	0.057084125	0.095658205	0.03773419	0.039954305	0.009165412
a31	0.04952011	0.055470787	0.043391373	0.04638251	0.047045402	0.04577067	0.04332885	0.052184083	0.33834562	0.06162066	0.047814522	0.04169987	0.03092123	0.0670326	0.029471722
a46	0.05310745	0.02857393	0.15856287	0.061636988	0.045866746	0.05183553	0.015272862	0.018948816	0.028963571	0.08201216	0.0073308097	0.036663137	0.18378869	0.08269387	0.14474261
a31	0.03621676	0.051776934	0.03898772	0.037224557	0.061030544	0.036786526	0.035207223	0.047820807	0.40161023	0.07390065	0.03926773	0.040594514	0.0263866	0.049364876	0.023824397
a15	0.01908757	0.012985595	0.15204918	0.04543926	0.04953319	0.04176132	0.02515262	0.015768413	0.12471326	0.063136905	0.012216079	0.04339439	0.18623237	0.08867783	0.119851984
a31	0.024483401	0.082685165	0.028231276	0.03448152	0.044772964	0.033637848	0.02975108	0.067534275	0.40377414	0.11510657	0.04314212	0.035442285	0.01397936	0.03454775	0.0084302435
a22	0.0026237145	0.01302309	0.13898277	0.04369052	0.04520479	0.041264642	0.021495763	0.018084338	0.21241412	0.05667459	0.011402463	0.04861111	0.16375846	0.08363764	0.09913196
a31	0.017124755	0.12099165	0.019335764	0.037453488	0.029391719	0.035837203	0.028327186	0.09643931	0.30238524	0.16095683	0.05623029	0.044115294	0.01641409	0.029690882	0.0053062867
a46	0.0015678869	0.013481202	0.13039175	0.04422728	0.045787744	0.04183403	0.019715462	0.018720401	0.22572793	0.059779104	0.01110271	0.051715903	0.15696016	0.08678701	0.09220148
a31	0.019556371	0.11394546	0.022079013	0.037088472	0.032881044	0.035696495	0.02901891	0.08804653	0.33441028	0.14614221	0.05235733	0.037668686	0.013636828	0.032093726	0.0053786947
a18	0.0018695134	0.012916459	0.10790351	0.03897882	0.04888862	0.036515594	0.02038004	0.01765107	0.2796667	0.07346642	0.01273321	0.053585198	0.12711862	0.096624136	0.07170218
a31	0.016265398	0.1349	0.017897638	0.041286822	0.02552988	0.039330613	0.029930087	0.10235264	0.27630654	0.16557512	0.06266598	0.03862098	0.014988589	0.03026502	0.0040846206
a18	0.0013607406	0.013467415	0.10145444	0.03810482	0.047196176	0.035665452	0.019433698	0.018500345	0.2854062	0.076540716	0.012706107	0.058638252	0.12724838	0.095801905	0.06847528
a24	0.014666142	0.14263399	0.015928088	0.04457363	0.022352707	0.042273935	0.031168198	0.10805811	0.2474494	0.17265514	0.069046214	0.038956754	0.016316699	0.030272067	0.0036489791
a31	0.0180357	0.09739208	0.017577525	0.031166166	0.025107188	0.029855415	0.024494257	0.09034696	0.31774634	0.13314383	0.047476433	0.0932276	0.03481525	0.027449226	0.012166055
a41	0.0031923242	0.020909604	0.12721862	0.060250193	0.04919147	0.057157326	0.013612849	0.024579097	0.15001771	0.06643322	0.0085967	0.05247077	0.1665223	0.09871993	0.10112791
a31	0.018689966	0.10744282	0.019821921	0.035273433	0.025189033	0.033955596	0.027657168	0.09219672	0.3444064	0.12601173	0.05122519	0.05742373	0.020822583	0.031851213	0.008032492
a10	0.0031409804	0.013496188	0.09545788	0.03705357	0.0574582	0.034481086	0.01846157	0.016698182	0.2784982	0.08969389	0.012522162	0.054439202	0.109349325	0.113392785	0.0658568
a20	0.013945157	0.12860373	0.015777027	0.041251518	0.023541735	0.039060622	0.028409079	0.106006995	0.2534852	0.17172404	0.06297566	0.050696462	0.02111449	0.03842114	0.004987173
