 	è	pericoloso	di	nuotare	nella	notte	</S>
a31	0.016992284	0.90674615	0.022454599	0.04725479	0.0035437916	0.002582477	0.00042587979
a20	0.011906676	0.20819473	0.07948327	1.130463e-05	0.10391639	0.59597164	0.0005159957
a31	4.963072e-05	0.8389482	0.00013242952	1.4840249e-07	0.040693227	0.1196837	0.00049273047
a37	0.0007844548	0.47283536	0.00045672897	1.4350201e-05	0.15565883	0.36674333	0.0035069291
a31	0.00022941138	0.74264216	0.0011432727	1.1342518e-06	0.096412145	0.15922773	0.0003440774
a30	0.001295136	0.88256997	0.002040835	2.3199225e-05	0.058806747	0.05437441	0.00088964595
a13	0.0013048899	0.7669886	0.00043985364	1.1727215e-05	0.058349084	0.17085452	0.0020512636
a20	1.5286163e-05	0.86181676	0.0006858808	1.7172778e-06	0.0113192415	0.12603238	0.00012873205
a41	2.8204691e-05	0.99147964	0.0001521852	3.5101304e-05	0.0006912734	0.0032366242	0.004376777
a33	8.425083e-05	0.9746202	0.0013817056	3.2517728e-05	0.0102514345	0.01286814	0.0007617213
a31	0.00023450698	0.98248774	0.0016583054	0.0002134575	0.00654682	0.008216253	0.00064290315
a41	0.00084200595	0.765521	0.0003470381	0.00041880552	0.0087186275	0.12520018	0.098952375
a0	0.0058451393	0.86234355	0.020708296	0.03083765	0.03229555	0.043848578	0.0041212575
a31	0.040969662	0.26223773	0.07511617	0.054112047	0.25261015	0.23023415	0.08472006
a24	0.03348534	0.16539441	0.010457107	0.0073753516	0.12974635	0.48307082	0.17047064
a31	0.064299315	0.20677659	0.13650607	0.16707967	0.14219654	0.2387413	0.044400454
a20	0.10348064	0.10215126	0.037584223	0.041491475	0.107933566	0.4842412	0.123117626
</S>	0.049370117	0.1003112	0.12701909	0.5057627	0.13704993	0.050911896	0.02957506
