 	se	si	era	vestito	la	figlia	l	avessi	portata	alla	chiesa	</S>
a31	0.0752586	0.33540532	0.024501024	0.017700823	0.013426631	0.13226649	0.13457918	0.06194738	0.08880384	0.10518266	0.00973309	0.0011950033
a20	0.01114963	0.109531336	0.07691095	0.031982373	0.10041737	0.051802754	0.0045971107	0.026429292	0.010311717	0.053097233	0.5187409	0.005029332
a37	0.00075269275	0.057236157	7.762303e-05	2.2509183e-05	0.0013956358	0.008656362	0.008315332	0.189691	0.3086271	0.093869485	0.33095354	0.00040255883
a24	0.20897935	0.07003581	0.0028130272	0.00019874271	0.0031363259	0.027371304	0.010435833	0.03448061	0.10964349	0.3496473	0.1821725	0.0010856625
a31	0.08598744	0.14406036	0.0022405626	8.674738e-05	0.003393007	0.09061906	0.028899228	0.043507863	0.11567549	0.19535464	0.28191993	0.008255652
a39	0.015179529	0.027483338	0.007854293	0.010645295	0.018561695	0.088013925	0.04964703	0.17497385	0.16057436	0.42103216	0.025277715	0.0007567453
a31	0.06142493	0.0775792	0.0006544342	0.00046170404	0.0017867074	0.0054195807	0.0038934313	0.03159598	0.10531681	0.038844515	0.6716083	0.001414426
a24	0.045958217	0.01463199	0.0038880135	0.0054386747	0.0140475705	0.26316777	0.08101938	0.232016	0.0884588	0.19011651	0.0601335	0.0011236491
a31	0.049885057	0.065570906	0.00031554524	0.0014409871	0.0007293242	0.055419583	0.112370014	0.05486572	0.1946172	0.07576136	0.3531091	0.035915185
a28	0.060082622	0.020038076	0.001095463	0.000745788	0.00032439534	0.07005311	0.06944262	0.14337444	0.013555712	0.09884005	0.52063334	0.0018143894
a24	0.000719647	0.07609297	0.0020610201	0.0010839859	0.005076498	0.09040075	0.03352438	0.07430222	0.07427512	0.027331937	0.5807858	0.034345742
a8	0.047222547	0.32704067	0.005129658	0.005219968	0.004764816	0.044925377	0.19473794	0.08401634	0.12899305	0.022872666	0.09175301	0.043323968
a31	0.007217545	0.24842773	0.0018741081	0.000452793	0.0028887435	0.16942932	0.26883918	0.14751303	0.068655886	0.0068064816	0.0718292	0.006065952
a46	0.0003151401	0.0055606016	0.0017258201	0.0006377191	0.0038943212	0.046995074	0.58133006	0.016871449	0.010789151	0.057260234	0.13270125	0.14191915
a8	0.0085934	0.16432269	0.001723836	0.00016109845	0.0008840107	0.18203449	0.05019669	0.36059988	0.11478708	0.038333762	0.077675045	0.0006879983
a28	0.0085198125	0.050395563	0.0018814418	0.0010182833	0.002354902	0.27308875	0.46042898	0.12804346	0.039227787	0.0076307626	0.02154663	0.005863679
a31	0.0276697	0.1216427	0.0013530706	0.0030657067	0.0051376927	0.060384106	0.24793702	0.11501435	0.18299313	0.05202224	0.08269302	0.10008719
a39	0.0003799016	0.006522014	0.001938464	0.00033032813	0.002617272	0.066800214	0.15620239	0.034262005	0.030652933	0.09911648	0.45925578	0.14192222
a33	0.0068939677	0.03711309	0.0019314383	0.0008906253	0.0015406363	0.27660772	0.43212503	0.14510407	0.033480186	0.026345696	0.034349177	0.0036184746
a31	0.06530443	0.0575003	0.017114982	0.013952386	0.016031554	0.1531548	0.28435096	0.28003144	0.060768742	0.016285613	0.029987926	0.0055168206
a24	0.0018338377	0.0049864	0.0016517648	0.00040956787	0.0010276964	0.013010921	0.040230397	0.033266876	0.033871334	0.10628562	0.6558823	0.1075433
a37	0.031056294	0.053955425	0.0043531246	0.003835897	0.0035008541	0.036949404	0.08447856	0.3327245	0.10553699	0.1074863	0.20620085	0.029921738
a14	0.079529926	0.049844224	0.020991156	0.021371717	0.021978997	0.050827798	0.08902224	0.44083396	0.10056286	0.051985573	0.054099407	0.018952213
a20	0.046125118	0.026236648	0.007827869	0.0088144485	0.01003404	0.043225084	0.040967487	0.45343524	0.13264646	0.10462681	0.07474425	0.05131657
a28	0.054200415	0.02967984	0.0119038895	0.0128317205	0.013815287	0.042171653	0.042359322	0.49162072	0.10799382	0.08943094	0.07130321	0.03268914
a5	0.057892233	0.0339399	0.015509981	0.016240219	0.017008083	0.039981678	0.04309236	0.46129465	0.09393208	0.08991092	0.09347401	0.037723973
a17	0.075419724	0.03666016	0.012366675	0.013347534	0.012658131	0.031492975	0.033399772	0.48956487	0.086914435	0.084894665	0.09648225	0.026798747
a21	0.08747681	0.073015206	0.059499573	0.058878098	0.060228962	0.084597975	0.15122308	0.25262743	0.09210844	0.040232096	0.028125932	0.011986364
a8	0.08038442	0.05714996	0.042721048	0.043046094	0.043816976	0.05757035	0.059262544	0.3321775	0.093582615	0.08093496	0.080037825	0.029315664
a31	0.12127418	0.091870524	0.07691589	0.07604866	0.07641769	0.0875642	0.13939841	0.13401532	0.10865391	0.05225407	0.019655356	0.015931789
a20	0.007849571	0.038738407	0.0017167464	0.0011292107	0.0011158678	0.0017647386	0.0021672812	0.038060434	0.02725156	0.024937918	0.7675705	0.0876978
a3	0.073963165	0.06891989	0.05730975	0.055877626	0.057948925	0.07952203	0.14500274	0.17692691	0.1090666	0.0830255	0.059518877	0.032918006
a20	0.11121164	0.07127258	0.05214707	0.052830644	0.052372638	0.063232474	0.06275955	0.3010017	0.089903355	0.067243055	0.053797673	0.02222759
