 	nella	pasta	metti	sale	vuole	il	sale	</S>
a28	0.9362315	0.016481454	0.0065203533	0.037470445	0.00027395508	0.0020131168	0.0009779704	3.1087777e-05
a31	0.15201987	0.019776609	0.14014976	0.31135258	0.08469512	0.030780965	0.2578073	0.0034177734
a7	0.47242826	0.07988216	0.24372898	0.09110962	0.0035165553	0.04371979	0.06512056	0.00049412856
a46	0.09170343	0.46397865	0.10648462	0.05396877	0.09361742	0.028889744	0.16046713	0.0008901969
a10	0.48235112	0.05279406	0.06856621	0.017437033	0.10099059	0.028828662	0.24868907	0.00034325258
a14	0.06051765	0.1293009	0.5642162	0.1499379	0.07255289	0.015541737	0.007651957	0.00028081454
a31	0.09380976	0.022663897	0.104429305	0.035922114	0.036193464	0.05719511	0.6407789	0.009007392
a0	0.08426505	0.05353812	0.119377345	0.09738383	0.27250063	0.07424674	0.2984716	0.00021672076
a20	0.014260642	0.004065281	0.015889412	0.017471153	0.032077007	0.13647802	0.75987375	0.019884745
a31	0.0010601698	0.0021411637	0.0010929207	0.011125407	0.002046863	0.003827915	0.9752005	0.0035052248
a10	0.00084686326	0.00045272213	0.024229987	0.038684648	0.024241738	0.014733902	0.8953437	0.0014663778
a0	0.0065575107	0.010633076	0.03003586	0.24607535	0.39843854	0.045621015	0.21523757	0.04740113
a18	0.023732806	0.030136371	0.035504244	0.5045413	0.27511233	0.07907255	0.04726832	0.0046321033
a17	0.024599694	0.049735326	0.03290538	0.095658846	0.36110672	0.19518109	0.22352453	0.0172884
a8	0.015666243	0.028400522	0.07266235	0.13405001	0.32478228	0.2327294	0.13416691	0.05754225
</S>	0.012717104	0.019823384	0.07197025	0.12378147	0.3674235	0.23097433	0.11566898	0.05764097
