 	non	ho	cosa	a	fare	</S>
a8	0.96302825	0.029671308	0.0053236294	0.0016015226	0.0002842394	9.105637e-05
a31	0.50835514	0.4698852	0.004937794	0.0001706749	0.0035113133	0.013139842
a37	0.9327498	0.04088906	0.025717637	3.510718e-05	0.00013508067	0.00047339944
a10	0.8065283	0.16094494	0.023248201	0.0018896833	0.003433015	0.00395595
a37	0.4894397	0.12675647	0.36347243	0.016143302	0.0038075603	0.00038055345
a10	0.8776043	0.086469896	0.004361063	0.0045779557	0.022233276	0.004753604
a0	0.37876162	0.09235893	0.43933597	0.05262585	0.028668752	0.0082488265
a20	0.5197149	0.046730176	0.0097877905	0.028731752	0.3034496	0.09158571
a17	0.19265829	0.04741941	0.017078048	0.046012525	0.4621295	0.23470227
a20	0.03395619	0.03552898	0.015137938	0.04373283	0.41948435	0.45215976
a8	0.048209485	0.060162056	0.029796356	0.088163875	0.30065057	0.47301766
</S>	0.07750005	0.089100584	0.05819723	0.17979169	0.38874802	0.20666246
