 	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
a31	0.62614065	0.116465256	0.08648675	0.089580186	0.029352428	0.0062276693	0.011350134	0.03326196	0.0005492281	0.00058580446
a37	0.08155753	0.01600913	0.005949929	0.00013654343	7.901095e-05	5.595365e-06	0.5679723	0.31731895	0.0011258528	0.00984513
a31	0.006941653	0.011953654	0.05878405	0.0003992126	6.157355e-05	2.7985774e-05	0.38656557	0.52650434	0.003087067	0.005674932
a20	0.03227549	0.0025778047	0.0028251768	5.3128724e-06	2.415466e-06	7.4331733e-06	0.5694309	0.3918616	5.400613e-05	0.000959893
a31	0.010058496	0.03241166	0.25820693	0.0019941346	0.00026963415	0.00011076153	0.228889	0.45735526	0.005078307	0.0056258175
a13	0.15532997	0.062130816	0.26841843	0.000702075	1.651752e-05	6.561635e-05	0.13932657	0.36527446	0.005343627	0.00339195
a31	0.016431196	0.5604277	0.27293062	0.00217905	0.0018494274	0.0012167392	0.06631738	0.07263231	0.00056881655	0.0054466976
a20	0.070662834	0.054682866	0.0986253	0.0015066417	1.6476713e-05	6.747449e-05	0.36816478	0.38752407	0.01523983	0.0035096682
a17	0.17623568	0.45744285	0.2287283	0.023121258	0.0045693833	0.009042989	0.045906834	0.03519232	0.00065410556	0.019106198
a20	0.1165487	0.08348072	0.0790786	0.0052761696	0.0015161379	0.0012734074	0.041472	0.65892774	0.0006434755	0.011783099
a31	0.07125188	0.09632135	0.1358867	0.06124111	0.024003942	0.017739734	0.07726982	0.06158772	0.10038356	0.35431418
a20	0.0014142212	0.0027205627	0.05619242	0.018130548	0.0033527382	0.023222953	0.017523404	0.49816546	0.16202642	0.21725121
a31	0.11543846	0.1690994	0.14170332	0.066599645	0.19535169	0.085325256	0.038849194	0.08016774	0.039123952	0.0683413
a3	0.008939699	0.069381945	0.36094654	0.27274296	0.059598595	0.051024847	0.017562706	0.023790322	0.059007585	0.07700482
a8	0.08505126	0.098081976	0.09341686	0.08735189	0.32127532	0.14947759	0.038205672	0.018499035	0.037846945	0.0707935
</S>	0.1034638	0.13566197	0.11936024	0.09272056	0.24442947	0.1277622	0.043388885	0.017606357	0.041996878	0.07360973
