 	lo	sentii	che	arrivò	</S>
a11	0.6818587	0.30274242	0.01130713	0.003867709	0.00022392385
a31	0.19239627	0.2420358	0.0077353916	0.55518574	0.0026468085
a28	0.0015089686	0.33820367	0.03534513	0.61979324	0.0051489472
a37	0.050883923	0.0052365237	0.017715227	0.92437685	0.0017874469
a20	0.073156625	0.011660504	0.0016278063	0.91311973	0.0004354281
a31	0.47211525	0.13538969	0.029325949	0.35865977	0.0045094728
a1	0.01991006	0.062708005	0.0036204113	0.91162854	0.002132923
a0	0.091984145	0.013910291	0.0010979123	0.89072573	0.0022820055
a17	0.72681063	0.11290145	0.061687943	0.0713829	0.027216997
a31	0.73117435	0.012356778	0.013033024	0.23140574	0.012030093
a0	0.018915351	0.0034977822	0.014303801	0.911394	0.051889095
a46	0.7467606	0.031045722	0.01903602	0.16096935	0.04218825
a31	0.1809519	0.033351302	0.040275835	0.688266	0.057154916
a18	0.049534798	0.006216813	0.12341927	0.4895567	0.33127242
a31	0.35194725	0.045752294	0.08208628	0.4505756	0.069638684
a39	0.11463875	0.08072531	0.23889099	0.27406833	0.2916766
a31	0.14756343	0.0672586	0.31515193	0.354017	0.11600903
a46	0.17389326	0.127476	0.3641622	0.12277114	0.21169741
</S>	0.093820706	0.085835904	0.5888373	0.12351873	0.10798739
