 	non	ha	che	li	aspettiamo	</S>
a46	0.829858	0.09593432	0.04116195	0.014349344	0.018203007	0.00049332523
a31	0.2253434	0.01146081	0.0065361727	0.07787849	0.67807543	0.0007056603
a15	0.0030196982	0.0068460098	0.010994762	0.061400518	0.89731157	0.0204274
a31	0.23718132	0.0012989154	0.014245205	0.12175828	0.6239136	0.0016026658
a28	0.012452816	0.00013098068	0.0016355724	0.05365222	0.92292404	0.009204364
a20	0.22968236	0.0030151114	0.015066315	0.10567663	0.6456446	0.00091500767
a11	0.36676326	0.026904937	0.012495607	0.23763438	0.35547033	0.00073144375
a31	0.26577008	0.004769443	0.0029403798	0.026326526	0.6991652	0.0010283102
a11	0.010810525	0.0022900193	0.0056704474	0.3116393	0.66698587	0.0026038052
a31	0.120910555	0.00053024135	0.00041923005	0.023107702	0.8546761	0.00035604712
a46	0.002029292	0.0008569821	0.0020268047	0.03560596	0.9563268	0.0031541602
a31	0.039274585	0.0011995223	0.00014903772	0.049100906	0.9101012	0.00017474731
a11	0.0061342036	0.0035787984	0.0022197808	0.05331733	0.9080584	0.026691476
a31	0.02028361	0.0014941121	0.0005695106	0.04367208	0.933229	0.0007516838
a11	0.012197017	0.0027462204	0.0010751308	0.09484894	0.8418258	0.047306884
a46	0.1655526	0.011339054	0.006816744	0.08688556	0.72514194	0.0042641293
</S>	0.15810388	0.026768062	0.016724432	0.07792391	0.6334067	0.08707303
