 	lo	sentii	che	viene	</S>
a43	0.9846976	0.015193472	8.002052e-05	1.9412453e-05	9.480798e-06
a17	0.781434	0.21731965	0.0012213603	8.481604e-06	1.6552052e-05
a11	0.9155667	0.04276342	0.03923406	0.0017092016	0.0007266774
a31	0.22888964	0.07307374	0.116544314	0.5375594	0.04393287
a46	0.26521832	0.7347656	1.5845731e-05	6.856534e-08	5.4227755e-08
a6	0.8707694	0.12477258	0.0040630274	0.00037483763	2.0292258e-05
a31	0.8053476	0.049937595	0.01969588	0.11514975	0.009869071
a15	0.2650272	0.5624153	0.14748731	0.02012332	0.0049467627
a20	0.45959032	0.062342204	0.034990355	0.36733595	0.075741224
a31	0.06856193	0.017017428	0.08393119	0.57611614	0.25437334
a17	0.05966026	0.29775703	0.06568975	0.4236378	0.15325522
a31	0.44978765	0.06708374	0.09902351	0.28343278	0.10067235
a13	0.21826003	0.45457464	0.20793216	0.07225071	0.04698252
a39	0.13036968	0.084197	0.1433361	0.48129466	0.16080262
a46	0.51648283	0.11030311	0.08789603	0.20972374	0.07559435
a31	0.35959113	0.11706077	0.12194808	0.2803438	0.12105621
a18	0.18151167	0.21366672	0.38657585	0.15588407	0.062361803
</S>	0.23289405	0.12504676	0.145134	0.3483128	0.1486123
