 	non	ti	dimentichiamo	mai	</S>
a8	0.98150015	0.011942925	0.006340245	0.00018227464	3.442292e-05
a31	0.70104384	0.27207747	0.02675186	9.884675e-06	0.00011693733
a20	0.6571961	0.2156416	0.12704608	1.1939119e-05	0.000104298786
a31	0.21259595	0.7037502	0.081512555	0.0007923322	0.0013489759
a13	0.22313651	0.45243856	0.31781217	0.00081930717	0.005793417
a31	0.118099555	0.8669187	0.01332799	0.0013662641	0.00028756997
a13	0.037784528	0.933002	0.029028576	0.00016555788	1.9191804e-05
a1	0.29641676	0.68022805	0.0222769	0.00036423406	0.0007139713
a31	0.089697	0.7537213	0.15492333	0.00021287771	0.0014455185
a41	0.016600443	0.04892871	0.92791605	0.0011685301	0.0053862073
a15	0.02115311	0.12680566	0.84932464	0.0014242344	0.0012923552
a13	0.032470103	0.26847556	0.67124236	0.01346112	0.014350992
a31	0.09677213	0.5578451	0.08665998	0.08277043	0.1759524
a11	0.19708917	0.31378272	0.10150018	0.13941696	0.24821095
a31	0.20120303	0.31543687	0.2636909	0.09604596	0.12362326
a46	0.13469659	0.18725736	0.046601955	0.35554558	0.27589858
a31	0.18643036	0.1937364	0.23760703	0.19400634	0.18821986
a46	0.053461663	0.13344063	0.049603496	0.48216876	0.28132543
a31	0.16815297	0.15450817	0.14871381	0.2649417	0.26368338
</S>	0.023129622	0.19773564	0.07709764	0.48346996	0.2185672
