 	guardando	le	nuvole	sapevi	che	sta	per	piovere	</S>
a31	0.015049201	0.010057651	0.008134578	0.7396482	0.013686833	0.017117275	0.06527021	0.115916796	0.0151192155
a46	0.003644946	0.0039465725	0.119430915	0.08752372	0.47491232	0.017226255	0.028937032	0.06464593	0.19973227
a31	0.0010205789	0.005541962	0.002856016	0.20812805	0.06215203	0.31661764	0.089277744	0.30794522	0.0064608105
a27	0.0017633897	0.0018909536	0.01252969	0.3300822	0.22473252	0.020613197	0.053228337	0.33999357	0.015166168
a41	3.5362405e-05	0.0001170519	3.5505178e-05	0.03751853	0.001841995	0.004840902	0.0015058162	0.9538423	0.0002625713
a1	0.064213805	0.0046785073	0.00061328115	0.059030697	0.004260282	0.007371642	0.01505137	0.8445047	0.0002757758
a21	0.0038682977	0.0035825635	0.0015753586	0.25684696	0.0038531064	0.001605523	0.011387606	0.7159212	0.0013593954
a31	0.00836414	0.018978113	0.029804256	0.5045158	0.040238544	0.009626573	0.010827529	0.3747906	0.0028544615
a13	0.0015107166	0.0018037158	0.004851275	0.35817334	0.04423137	0.020008845	0.055578377	0.4813885	0.032453828
a31	0.0038495827	0.0031348444	0.0014397933	0.488695	0.31148914	0.025104946	0.003067762	0.16259536	0.00062362343
a41	0.000121167635	0.0002357616	0.0010829045	0.13683465	0.012259394	0.003562076	0.0597401	0.6899298	0.0962341
a35	0.003768	0.0029183042	0.0021401385	0.5911683	0.33447036	0.014569981	0.002905402	0.04714465	0.0009148691
a31	0.013942348	0.02548013	0.011884558	0.123146966	0.6656399	0.092514984	0.012725027	0.04998826	0.0046778307
a14	0.00076526543	0.0030161145	0.0043980405	0.057034817	0.012690786	0.023385042	0.1819905	0.5164535	0.20026594
a28	0.0045883497	0.01517293	0.013413837	0.47970122	0.25785434	0.024054857	0.015264235	0.16269852	0.027251825
a31	0.035883855	0.035177987	0.013426272	0.09940522	0.38774863	0.14533074	0.055720236	0.14920655	0.0781005
a0	0.00056823087	0.009426821	0.0030410087	0.03301543	0.018621014	0.03451603	0.079573214	0.6157465	0.2054918
a31	0.024578994	0.066434205	0.056051463	0.14596158	0.19790192	0.04711686	0.059095923	0.24809398	0.15476511
a46	0.0030583797	0.122332916	0.059877343	0.04129616	0.068715215	0.10587022	0.08409622	0.13064414	0.38410938
a17	0.044544272	0.067404576	0.05749556	0.22637655	0.13457543	0.047624376	0.10635362	0.26187113	0.05375448
</S>	0.12185454	0.10400222	0.08954222	0.13037276	0.12067795	0.09218745	0.11779288	0.13850515	0.08506486
