 	ancora	non	mi	sono	vestito	</S>
a8	0.95119494	0.034050215	0.013793764	0.0008068818	0.00011250875	4.1749383e-05
a31	0.9216963	0.06715516	0.010716461	2.665727e-06	9.721344e-06	0.00041985515
a10	0.8420824	0.12485393	0.032309756	1.4303422e-05	6.7146124e-05	0.0006726168
a31	0.014305821	0.84791124	0.12943524	0.00057328155	0.004998513	0.0027758582
a18	0.86596096	0.061515637	0.07101085	0.00016861521	0.00025180896	0.0010921761
a31	0.08495994	0.8219818	0.08694651	0.0009423771	0.0016319208	0.003537485
a20	0.5070542	0.20158157	0.29091638	8.2934755e-05	0.00016009955	0.00020477083
a31	0.2978162	0.6306407	0.059703134	0.00058812	0.0011684613	0.010083362
a13	0.5641564	0.38245595	0.0526484	4.0998846e-05	0.0001461475	0.00055207167
a35	0.4961265	0.24248944	0.23690584	0.0067733466	0.0064188717	0.011286042
a39	0.4177958	0.2018191	0.24839947	0.05539603	0.047067743	0.029521845
a46	0.1789018	0.28632462	0.05722529	0.2520623	0.12307953	0.10240647
a31	0.18749128	0.19294083	0.06901136	0.27947283	0.19829577	0.072787926
a20	0.24034016	0.11892891	0.12881927	0.18157475	0.22656143	0.10377557
a31	0.16081287	0.13428552	0.07895722	0.28331757	0.26642802	0.076198794
a39	0.15895927	0.22017194	0.06658455	0.2889282	0.084712565	0.18064344
a31	0.13704388	0.13312145	0.114854865	0.2703839	0.27715856	0.06743732
</S>	0.03611199	0.13742973	0.024555601	0.44849637	0.07675056	0.27665573
