 	è	che	sono	ancora	svegli	che	ha	la	luce	accesa	</S>
a8	0.06088525	0.36419976	0.17984083	0.07408099	0.27436998	0.010385538	0.008878818	0.0077542635	0.0069887377	0.011343582	0.0012722583
a31	0.009491122	0.14727205	0.00015375536	0.07530243	0.013233216	0.044254433	0.00016715808	0.057655185	0.42655772	0.21702974	0.008883234
a20	0.0031317763	0.027909143	3.5993242e-05	0.038925122	0.00088989246	0.012920641	0.0006737264	0.01992679	0.74196017	0.1396962	0.013930664
a46	1.39184e-05	0.00047786528	7.51822e-07	0.003419973	1.660493e-05	0.002783955	0.00014109064	0.009550016	0.51241803	0.4684139	0.0027639398
a10	1.4163969e-05	0.015925571	1.8638544e-05	0.06872909	0.00156446	0.027656792	0.0015881557	0.02857289	0.05425477	0.7985685	0.0031070511
a17	1.2015601e-05	0.011112122	1.0074551e-05	0.043644767	0.0011388029	0.02931563	0.012794141	0.014043208	0.09398006	0.7902922	0.0036570784
a31	1.1159396e-05	0.012032947	3.663292e-05	0.37749448	0.0028621666	0.045242283	0.022970438	0.15213035	0.09870182	0.28679308	0.0017246578
a20	8.801377e-06	0.0018588128	5.7058214e-06	0.3917654	0.0056500356	0.2520787	0.1523592	0.06621117	0.098676	0.030477274	0.00090891804
a8	0.00065971777	0.008444073	0.00026147766	0.0643382	0.0003494541	0.002660698	0.0039485884	0.010034487	0.11762376	0.7914658	0.00021367946
a20	0.00016404563	0.2505365	0.00025372556	0.07469749	0.0011699995	0.020948848	0.012093173	0.0118634235	0.15681313	0.4703327	0.0011270032
a31	0.00013368172	0.21545035	0.004503921	0.06346073	0.0012874602	0.07838814	0.12166161	0.25456393	0.07563863	0.17770755	0.0072041466
a39	5.070991e-05	0.0033573718	1.9975843e-05	0.05846394	0.00019880164	0.017148236	0.0031489413	0.0074453065	0.15003096	0.7546984	0.0054373476
a31	0.0062984372	0.12747443	0.015282617	0.037996687	0.0140442345	0.042435568	0.047946684	0.34242544	0.1831173	0.16852126	0.014457402
a33	0.00033669628	0.0038709235	0.0004722244	0.035670724	0.00011770462	0.021146663	0.010789813	0.023046723	0.045006577	0.843427	0.016114922
a31	0.027669119	0.13584815	0.032689735	0.055948354	0.12989935	0.10870154	0.04508087	0.18474115	0.1514915	0.0893142	0.038616017
a18	0.035688385	0.068971545	0.14281672	0.07484121	0.005568113	0.042479053	0.17899962	0.12197369	0.05228746	0.11878285	0.15759142
a31	0.038268637	0.1262496	0.060408894	0.10231494	0.28656375	0.14831442	0.052498426	0.12955177	0.013522217	0.017280605	0.02502677
a23	0.012457396	0.02783893	0.14340952	0.07081948	0.021690205	0.11206846	0.16573057	0.17506039	0.07375728	0.025268327	0.17189951
a31	0.0549956	0.1375414	0.08038564	0.1324039	0.3072737	0.14083035	0.054867253	0.05336857	0.006812901	0.01788607	0.013634647
a39	0.0115414355	0.023719888	0.18325683	0.058617834	0.036844324	0.10917155	0.072491065	0.26569995	0.09757446	0.01776214	0.1233205
a31	0.077723145	0.13084878	0.09853925	0.13776015	0.24422424	0.14351836	0.06129765	0.051521797	0.008176427	0.028276669	0.01811354
a24	0.018233417	0.021497086	0.16889815	0.04139276	0.053042814	0.073612675	0.03994724	0.35424608	0.12280057	0.016952256	0.0893769
a20	0.045961123	0.09066277	0.06669521	0.111808255	0.24810594	0.21296701	0.08060023	0.075461216	0.014325794	0.027346902	0.026065543
</S>	0.08969432	0.1321804	0.110922806	0.14195323	0.2461963	0.12287219	0.05660792	0.048328068	0.007694203	0.027748875	0.015801728
