 	che	consuma	poco	benzina	</S>
a31	0.559285	0.2987237	0.08392384	0.05764828	0.0004191458
a41	0.020705303	0.12574023	0.85051703	0.0016344462	0.0014030767
a31	0.8086616	0.18094815	0.010059349	0.00022463803	0.00010637088
a28	0.923908	0.05084337	0.024219817	0.0001565953	0.0008721948
a24	0.9912431	0.0070618084	0.00039437853	0.00084478926	0.00045584262
a31	0.8228455	0.093737796	0.010625303	0.021856343	0.05093518
a11	0.6179596	0.09020237	0.15501848	0.035926573	0.100893036
a31	0.04791153	0.46356586	0.35232615	0.062484242	0.07371225
a46	0.1218457	0.06064926	0.033740755	0.04925383	0.7345104
a31	0.012435437	0.507986	0.36325908	0.07907065	0.03724881
</S>	0.0031584972	0.08058368	0.15364952	0.0649097	0.6976986
