 	Marika	non	ha	mangiato	mai	un	rustico	</S>
a8	0.2710934	0.18876034	0.21284881	0.1220096	0.13005404	0.037569974	0.031020261	0.0066435086
a31	0.71316767	0.26666224	0.0012015053	0.0033051784	0.00021963754	0.011134119	0.0002556438	0.0040540462
a20	0.00264704	0.0005172118	0.00019512491	0.027057584	0.0049829627	0.9624379	0.00078976474	0.0013723916
a31	0.8350279	0.13334648	0.00036423712	0.0069376198	1.3565546e-05	0.022611663	0.0001178217	0.0015807659
a37	0.15198845	0.032985307	0.0004202529	0.095127776	0.0072082235	0.69333506	0.0005895832	0.018345365
a14	0.9523355	0.02605554	0.0011570599	0.00096137525	1.4280161e-05	0.0189032	0.0001007172	0.00047230106
a10	0.9965732	0.002688625	0.0005632805	3.8717855e-05	3.9531283e-06	7.0652786e-05	3.421371e-05	2.7433087e-05
a31	0.9433968	0.022695374	0.004322047	0.02104531	6.2058214e-05	0.00629094	0.001798951	0.00038858748
a37	0.96380323	0.01457938	0.00021587168	0.002827133	1.3202321e-05	0.016703496	0.0017195754	0.0001381659
a10	0.9977055	0.0015271292	0.00011492437	8.1952465e-05	9.803446e-06	0.0003534711	8.196927e-05	0.00012538972
a14	0.9629202	0.0014659049	0.0012581293	0.0083455825	0.00013372455	0.021008475	0.0015390215	0.0033290118
a0	0.95510346	0.027704732	0.0069733267	0.00494764	0.0030629968	0.0010773387	0.0009805082	0.00014995565
a20	0.7550564	0.15020308	0.0050845616	0.00996972	0.0018001416	0.019471515	0.055563584	0.0028510357
a33	0.41873038	0.088018686	0.01786144	0.02408857	0.01275784	0.108060695	0.3102326	0.020249838
a20	0.23003489	0.08641055	0.045604132	0.05788299	0.04175972	0.1836457	0.31794804	0.036713906
a31	0.5284888	0.053153545	0.015783796	0.021472452	0.008981482	0.12357969	0.22819571	0.020344546
a0	0.42541918	0.2428679	0.112446666	0.007279102	0.008355478	0.1007166	0.04835192	0.054563183
a41	0.30147013	0.08613015	0.067688584	0.06005518	0.058393292	0.066913895	0.30816108	0.05118776
a31	0.20580824	0.1044886	0.09283452	0.087660894	0.08794644	0.06254681	0.30557352	0.053140942
a37	0.27624953	0.43875098	0.1445275	0.0070575224	0.011864105	0.02752753	0.042709373	0.05131336
a31	0.16308084	0.0917237	0.07940076	0.07435901	0.07616275	0.06383354	0.3919676	0.059471827
a18	0.30132923	0.41076595	0.111275546	0.008618999	0.017901337	0.024749333	0.059870515	0.06548911
a8	0.1382315	0.09248386	0.08383652	0.07969415	0.08220337	0.061261166	0.40356287	0.05872659
a20	0.166685	0.09146834	0.08503959	0.07975044	0.08223963	0.057631068	0.38144246	0.055743426
</S>	0.3803262	0.092891306	0.062239736	0.044836354	0.045296483	0.04418217	0.28711268	0.043115083
