 	e	che	cucino	</S>
a31	0.9784061	0.018930122	0.002397015	0.0002668442
a24	0.0687481	0.92618626	0.0046740514	0.00039154055
a31	0.33816922	0.661327	0.00012517376	0.00037867067
a11	0.9138595	0.0860753	2.68698e-05	3.8234182e-05
a46	0.15021186	0.8493158	0.00014477469	0.00032755514
a41	0.9329675	0.06645498	0.00025393473	0.0003236481
a20	0.89627063	0.07585949	0.00425669	0.023613269
a36	0.92621386	0.019827731	0.0040551443	0.04990327
a31	0.4387613	0.112484045	0.3182345	0.13052014
a46	0.59674186	0.19546093	0.01787057	0.18992661
</S>	0.3801579	0.109594524	0.3380701	0.17217748
