 	tu	le	hai	cucinati	le	verdure	</S>
a46	0.9691827	0.011720772	0.0036047008	0.007834658	0.0028701874	0.0046463194	0.00014071848
a8	0.5237642	0.153239	0.0008368613	0.29610616	0.004923923	0.01915312	0.0019767925
a20	0.15789363	0.002637659	0.0014287225	0.78351516	0.01129222	0.04068653	0.0025460685
a8	0.050711866	0.045910798	0.10816662	0.2394996	0.4058512	0.13832633	0.011533607
a31	0.15073852	0.009947837	0.032569617	0.25914448	0.114121325	0.4267892	0.006689071
a37	0.062219698	0.11516637	0.0018454656	0.5916632	0.12199264	0.104690135	0.002422477
a10	0.0073508364	0.0084980605	0.010832382	0.9087865	0.019684333	0.03905833	0.0057897186
a31	0.03173488	0.3406426	0.01687442	0.43017298	0.043123968	0.09408726	0.04336401
a21	0.07932061	0.06550294	0.016636297	0.633599	0.11478809	0.08749932	0.0026537706
a31	0.0049750963	0.041186076	0.049438637	0.67278457	0.13894315	0.09165793	0.0010145702
a10	0.010478581	0.010983522	0.019595692	0.8364506	0.094634525	0.027478138	0.00037902998
a17	0.004034034	0.068817675	0.046102922	0.43578	0.14705093	0.29145756	0.0067569017
a20	0.0036657208	0.0031588678	0.0010221665	0.94833755	0.004420455	0.0389739	0.00042137157
a31	0.018052878	0.01082597	0.018838415	0.14514628	0.12754925	0.40512457	0.2744626
a39	0.0021577328	0.0019293559	0.010113876	0.39483374	0.017049702	0.10014763	0.473768
a31	0.32972378	0.03661439	0.027098667	0.4576312	0.044842195	0.09712554	0.0069642277
a8	0.14009158	0.09213103	0.10057043	0.051317878	0.021624733	0.017553307	0.57671094
a39	0.49607587	0.05997789	0.08703002	0.06730934	0.1806914	0.0919529	0.016962532
a8	0.15154602	0.21271555	0.17197832	0.15991147	0.089378394	0.18327942	0.031190844
</S>	0.15664253	0.20753424	0.16008398	0.16137694	0.12739928	0.15433288	0.032630216
