 	il	ladro	è	entrato	da	qui	</S>
a31	0.7247035	0.18356569	0.015614024	0.07262806	0.0031173537	0.0002428866	0.00012852554
a17	0.28575826	0.57100576	0.021137105	0.050551	0.05074844	0.011576907	0.009222515
a37	0.042026844	0.9578891	6.4774304e-06	1.877859e-06	7.3428055e-07	1.5839973e-05	5.9285998e-05
a35	0.13209175	0.86391395	0.0022105072	3.2541313e-05	7.2595816e-05	0.0006625244	0.0010162132
a18	0.42363825	0.57564944	0.00037527495	2.1138234e-05	2.1995911e-05	9.907712e-05	0.00019484127
a31	0.07976796	0.89129466	0.006179281	0.00047786112	0.00073616393	0.00541602	0.016128013
a24	0.047691666	0.8822515	0.00492482	1.4434947e-05	0.00073300774	0.016490268	0.04789433
a31	0.08744309	0.88111734	0.005205935	0.0046738964	0.0013383903	0.0063776723	0.013843715
a16	0.022045853	0.6029652	0.054097507	0.0018454049	0.008784343	0.06338962	0.24687205
a31	0.037346378	0.9519195	0.0010149155	0.003603638	0.0019391859	0.002462185	0.0017140433
a46	0.039241794	0.36989573	0.18156682	0.012218397	0.058619566	0.11907693	0.21938075
a31	0.065956764	0.7982402	0.016996479	0.027937494	0.036173876	0.04207945	0.01261559
a46	0.03542706	0.20870624	0.24942064	0.025601124	0.17244007	0.17418513	0.13421977
a31	0.07566556	0.48422337	0.10486525	0.056726746	0.10670331	0.1395585	0.03225723
a35	0.0124856895	0.07418314	0.25380084	0.03043727	0.24364112	0.22654323	0.15890874
a31	0.07854563	0.2903788	0.20188016	0.08160835	0.12720698	0.16286135	0.057518724
a8	0.0030613504	0.022481538	0.20806177	0.030110747	0.25745082	0.26937163	0.20946217
a31	0.11063632	0.15339151	0.2639141	0.10540695	0.13045348	0.14546032	0.09073727
</S>	0.0043068756	0.02109301	0.118741296	0.028510932	0.27553415	0.31522644	0.2365873
