 	perché	aveva	lavorato	molto	</S>
a46	0.90420693	0.083033144	0.011559138	0.00091834925	0.0002823813
a31	0.47530955	0.07254587	0.1924758	0.25705117	0.0026176153
a17	0.018575663	0.01987172	0.82807285	0.13108426	0.0023954785
a31	0.047680616	0.00019165709	0.8199852	0.13180411	0.0003383352
a37	0.027162507	0.00078041514	0.72964746	0.21118033	0.031229291
a31	0.33934522	7.3954116e-06	0.100187495	0.5599436	0.00051622046
a18	0.5427512	0.0004901412	0.2775029	0.17683749	0.0024183532
a10	0.015771497	1.1083651e-05	0.011451849	0.97226375	0.0005018815
a31	0.37324208	3.215906e-05	0.18712878	0.43338397	0.00621302
a46	0.19860981	3.709492e-05	0.13148513	0.66200536	0.007862595
a20	0.013369484	0.007022557	0.014987812	0.962787	0.0018332087
a11	0.61119974	0.008568811	0.08970395	0.23210554	0.058421984
a18	0.80719775	0.0059428588	0.04014459	0.1093216	0.03739326
a31	0.5098416	0.018885067	0.06904775	0.3296667	0.07255884
a0	0.025253505	0.0003097146	0.122158036	0.7613089	0.09096985
a31	0.3658924	0.11867882	0.06520035	0.34528863	0.10493976
a8	0.108242705	0.010544007	0.16923799	0.5345788	0.17739658
a31	0.16299096	0.24635603	0.135383	0.33282512	0.12244488
a7	0.18756557	0.07074733	0.2853963	0.28974026	0.16655053
a31	0.18435496	0.25342888	0.1776133	0.25884268	0.12576017
</S>	0.019307543	0.14121693	0.3152318	0.34434536	0.17989841
