 	l	ho	sentito	che	veniva	</S>
a41	0.9873324	0.010795857	0.0012844047	0.00019233658	0.0003679909	2.6984724e-05
a31	0.2753819	0.65506506	9.0896734e-05	0.0053663556	0.06396125	0.00013451448
a24	0.18308969	0.4392751	0.0008287595	0.050612476	0.31075773	0.015436345
a15	0.7600122	0.17139329	0.0002240311	0.017845968	0.04995598	0.00056859286
a28	0.89420134	0.045362417	0.0010928136	0.008328229	0.050668117	0.00034703256
a0	0.7007363	0.037230857	0.0024720326	0.011096048	0.24780186	0.0006629248
a31	0.3429996	0.011649799	0.0033897925	0.019204667	0.61858565	0.004170407
a11	0.005909262	0.03118821	0.0008776464	0.14791395	0.81039745	0.0037135086
a31	0.09764054	0.008413159	0.0029993667	0.04265238	0.81174666	0.036547877
a39	0.0084991325	0.010328249	0.0041175624	0.17843436	0.77367485	0.024945838
a20	0.10150286	0.0082224095	0.00035575847	0.013924425	0.7973459	0.07864866
</S>	0.75276446	0.015877	0.002875489	0.013715011	0.17298679	0.04178124
