 	mia	sorella	quest	anno	che	vienne	studierà	per	medico	</S>
a10	0.11826218	0.0052439976	0.014269571	0.015149631	0.007907417	0.7825473	0.0009887046	0.013139389	0.041731294	0.00076045276
a31	0.256937	0.001687334	0.027280025	0.60428697	0.039497584	0.0358446	0.0030120357	0.0021827065	0.010375758	0.018895948
a1	0.0012551101	0.0008305516	0.09926031	0.21009299	0.10268931	0.028650695	2.863877e-05	0.028583398	0.52160776	0.0070012235
a28	0.067926385	2.6000268e-06	0.02023052	0.03529921	0.3873813	0.074165136	7.03643e-05	0.12874658	0.2782961	0.007881849
a24	0.053715006	1.9518238e-06	0.022733478	0.081217736	0.15275183	0.22459158	0.0003910558	0.12109915	0.33544374	0.008054562
a31	0.099776484	1.6952627e-05	0.013799598	0.065077886	0.028304273	0.20285672	0.0036488066	0.17413145	0.37763298	0.0347549
a18	0.0011984336	2.0360345e-07	0.03899234	0.5701783	0.28011584	0.06871877	3.0364643e-05	0.018493235	0.022175834	9.6695956e-05
a24	0.14232922	2.125321e-05	0.22188781	0.21603677	0.23833247	0.060931765	0.000104638704	0.019298341	0.096500255	0.004557519
a13	0.15728764	0.00011553767	0.17080994	0.037051007	0.04046367	0.19227543	0.012291995	0.19204806	0.166811	0.030845702
a18	0.013908897	6.8603217e-06	0.07989695	0.014419278	0.040420625	0.7326014	5.6363187e-05	0.06649595	0.051005512	0.0011880809
a31	0.04719745	2.0312802e-05	0.117415704	0.017035132	0.055110045	0.5583319	0.0004862694	0.09390166	0.10621371	0.0042878413
a24	0.008699903	6.740495e-06	0.016824078	0.092951715	0.16152652	0.30569562	0.0005970757	0.18688445	0.16140741	0.06540656
a11	0.050558608	1.3357827e-05	0.014857506	0.01471978	0.033219717	0.7836268	7.532781e-05	0.06509935	0.031118844	0.006710703
a31	0.085694	0.0014757295	0.13551591	0.07939326	0.16609	0.2680558	0.0026104415	0.06527561	0.14830379	0.047585487
a39	0.0095115015	2.2218963e-05	0.027981717	0.072421856	0.36280546	0.1405853	0.00063094916	0.17129713	0.17960571	0.035138145
a20	0.017935464	3.0819185e-05	0.0011981272	0.009882024	0.029550647	0.9070919	5.734525e-05	0.0045217965	0.02904599	0.00068580837
a31	0.16894619	0.0013063033	0.079869784	0.060341105	0.098157324	0.3179991	0.002138517	0.04646685	0.15018678	0.074588105
a17	0.025289183	0.00010974673	0.034550063	0.06454605	0.29367554	0.048434775	0.0009973651	0.2759995	0.19986407	0.056533743
a20	0.0020097916	6.88985e-05	0.00053439155	0.003104883	0.0126208635	0.9676328	8.7075605e-05	0.0012390199	0.01238424	0.00031805644
a31	0.1184584	0.002465346	0.031345032	0.07704537	0.14325376	0.35104924	0.0031587153	0.035884038	0.17038903	0.06695115
a24	0.037757244	0.00062458287	0.0369392	0.053920362	0.20954843	0.03344181	0.002785339	0.3028126	0.22521424	0.09695618
a20	0.013142542	0.0003108141	0.0017269837	0.0043216674	0.016143234	0.9355608	0.00040340787	0.007114755	0.018006504	0.0032692854
a8	0.11443383	0.019701723	0.036295604	0.06564254	0.15947603	0.32754388	0.021528851	0.03159895	0.16912901	0.05464956
a20	0.05634063	0.022904804	0.034026694	0.07987094	0.1913154	0.4201706	0.022826608	0.021320896	0.12432912	0.026894264
a31	0.09181739	0.006337345	0.022382038	0.079500735	0.17889714	0.31312025	0.0072504487	0.039649338	0.1876484	0.07339683
a24	0.057239287	0.0051430333	0.05419431	0.02732027	0.112907454	0.052362274	0.012835625	0.25846893	0.26055402	0.15897483
a37	0.0990599	0.011723555	0.020635337	0.03188337	0.0722954	0.54526925	0.012749194	0.03988364	0.14003727	0.026463114
a46	0.11202902	0.054215148	0.06368512	0.08138588	0.12781262	0.22567315	0.05460577	0.04883695	0.17954437	0.052211937
a31	0.097555906	0.0659959	0.073019184	0.09180485	0.13251832	0.21599492	0.06494213	0.048438877	0.16363877	0.04609111
a28	0.0727008	0.013573952	0.07134143	0.016960045	0.064623766	0.0607087	0.029243415	0.222362	0.21693856	0.23154736
a24	0.06904498	0.054078795	0.05827193	0.06555727	0.08631257	0.19443808	0.055795334	0.075949624	0.27593747	0.06461394
a31	0.18165073	0.04115889	0.055088975	0.07018022	0.11407638	0.2192008	0.04219156	0.05891473	0.1625427	0.05499496
a17	0.07151662	0.018868167	0.055624425	0.01571917	0.048135206	0.05214519	0.032310043	0.19238059	0.2797939	0.23350671
a31	0.061525695	0.056170963	0.060650323	0.06423349	0.077522285	0.16068844	0.058025472	0.08326157	0.30962875	0.0682931
a46	0.113436155	0.025486905	0.04720103	0.0177647	0.03089541	0.031026658	0.042570744	0.1513962	0.21429986	0.32592234
a8	0.0613141	0.058803353	0.06187944	0.060019784	0.06737853	0.06655621	0.062064428	0.09847126	0.38718903	0.07632388
a31	0.08546308	0.0762404	0.078040935	0.077159986	0.08103312	0.08152906	0.07748592	0.08973073	0.27695897	0.076357834
a8	0.0922086	0.025831616	0.04805906	0.013721698	0.024924273	0.022514304	0.04737321	0.15664195	0.194717	0.37400836
</S>	0.054563843	0.052022003	0.055233676	0.053851068	0.06180335	0.059082605	0.055962402	0.11035368	0.42108157	0.07604582
