 	mi	si	gonfiò	il	dito	</S>
a31	0.98866266	0.010806547	0.00028789026	3.136417e-05	0.00020259629	8.9733285e-06
a11	0.6093307	0.33249518	0.004217821	0.026400898	0.02643973	0.0011156722
a31	0.036399726	0.8955677	0.0016880251	0.017334387	0.048488438	0.0005217663
a15	0.6605461	0.2902644	0.0014557814	0.029422257	0.015928822	0.0023825853
a31	0.04804891	0.80821407	0.0004574889	0.020114973	0.12199874	0.001165926
a0	0.593031	0.29727972	0.0013037801	0.07373878	0.032566126	0.00208063
a46	0.05832206	0.87929714	0.00052169093	0.0019431437	0.059400447	0.00051549944
a31	0.020982591	0.64201003	0.0021946272	0.052485812	0.2785135	0.0038135413
a18	0.012600947	0.45457366	0.030458618	0.20643531	0.2482648	0.04766677
a31	0.015102037	0.74774736	0.0013882515	0.0069545964	0.22709155	0.0017162772
a24	0.008381267	0.20987688	0.0022079982	0.05371892	0.0298799	0.695935
a28	0.2846316	0.44119728	0.046132226	0.07336784	0.13279943	0.021871561
a13	0.04489856	0.33090705	0.1433215	0.19375463	0.2325927	0.054525487
a20	0.048319835	0.07416305	0.12877181	0.28060094	0.42177296	0.04637147
a17	0.02084905	0.06492183	0.061962087	0.3056432	0.45827553	0.08834835
a39	0.072515324	0.14729004	0.20789237	0.20566326	0.32784507	0.03879393
a20	0.045243576	0.086559825	0.12598442	0.2685341	0.4100897	0.06358839
a31	0.06286509	0.10395379	0.17425679	0.2282161	0.36622006	0.06448823
a41	0.07161337	0.49793136	0.13729072	0.11682544	0.076410584	0.09992857
a8	0.095806256	0.10907704	0.25820935	0.16445547	0.31723934	0.05521259
a37	0.08642322	0.09573333	0.3008523	0.16826673	0.30596825	0.042756166
a8	0.07518563	0.10585192	0.26727554	0.17593774	0.3221721	0.053577084
</S>	0.06795779	0.08200753	0.3124118	0.17513135	0.324386	0.038105525
