 	sta	seduta	nel	giardino	</S>
a20	0.8744612	0.12260049	0.00209727	0.0007544306	8.658482e-05
a17	0.9245379	0.016672675	0.047705825	0.010616106	0.00046756768
a20	0.78369695	0.0023736672	0.022931123	0.19057038	0.0004279821
a31	0.102784775	0.0053221732	0.36581868	0.5086087	0.017465664
a17	0.031440835	0.9262111	0.0398695	0.0024755285	2.9756739e-06
a31	0.1309894	0.008956403	0.77061087	0.08911069	0.0003326054
a46	0.01961361	0.544831	0.39515314	0.031669248	0.008733001
a31	0.1334299	0.0082343975	0.32834798	0.52442795	0.0055597816
a20	0.13135634	0.085350886	0.72499335	0.056790918	0.001508445
a31	0.4421655	0.009143023	0.10260317	0.42760843	0.018479846
a20	0.37606466	0.17870107	0.24589647	0.080751315	0.11858654
a18	0.8043407	0.008746336	0.030176863	0.12301086	0.0337252
a46	0.8002573	0.019733405	0.02284511	0.11052121	0.046642974
a20	0.19513442	0.051178586	0.08701288	0.56128305	0.10539108
a31	0.12376586	0.20448847	0.16434856	0.35343662	0.15396053
a18	0.015026286	0.24634811	0.4076709	0.27937323	0.051581506
a31	0.39431536	0.0700575	0.07411468	0.36014786	0.101364605
a0	0.038178816	0.36704922	0.31399634	0.15127791	0.12949769
a31	0.20248853	0.092549816	0.101321675	0.47110444	0.13253547
a8	0.048761576	0.15810795	0.29104254	0.20009795	0.30198994
a31	0.11345532	0.08861217	0.10512383	0.55224013	0.14056851
a18	0.10207974	0.21164286	0.29691052	0.14690569	0.24246122
a31	0.082869165	0.07375725	0.105120316	0.55404794	0.18420534
a17	0.072592795	0.19833687	0.30966976	0.15695694	0.26244363
</S>	0.08222182	0.0787781	0.10452819	0.56761795	0.16685392
