 	mia	sorella	non	è	venuta	mai	qui	come	io	</S>
a31	0.03326893	0.00075068773	0.0033402054	0.00030243798	0.9582114	0.0016214668	0.002171344	0.00018080215	0.000121824814	3.0854353e-05
a24	0.017969117	0.03291975	0.058470886	0.031522073	0.65733457	0.024805613	0.018585913	0.003524873	0.13565423	0.019213047
a31	0.056344993	1.4219741e-05	0.0007149181	5.007612e-05	0.6585723	0.0071926992	0.0013926361	0.0030835872	0.26384968	0.00878483
a13	0.026045542	7.671339e-06	0.0018961577	6.995637e-05	0.94000053	0.021421883	0.000259057	3.00027e-05	0.00984097	0.00042821237
a18	0.009473698	1.280051e-06	1.530415e-05	5.105844e-06	0.98569006	0.00012423376	1.6623655e-05	7.332504e-05	0.0044894875	0.000110828965
a20	0.012544055	1.4985716e-06	0.0001044971	4.011229e-05	0.9449526	6.751603e-05	7.445933e-05	0.00045158443	0.04169987	6.366409e-05
a31	0.005450929	2.4198905e-06	0.0017528016	0.000118542936	0.82320315	0.0007663111	0.0015776072	0.007241887	0.15967046	0.00021586102
a37	0.007855193	7.848011e-06	0.0005865144	0.0018672332	0.7154503	0.0057123816	0.0008369276	0.0064143124	0.25512385	0.006145417
a31	0.08604954	2.4637557e-05	0.0062526194	2.6244858e-05	0.4797631	0.0031315002	0.002174682	0.02171664	0.40036282	0.0004983162
a11	0.009208794	1.8692232e-05	0.008841449	0.00171071	0.76431006	0.013666735	0.0015253042	0.025212528	0.1688839	0.006621848
a31	0.28113696	0.00026741103	0.013504397	0.00021023469	0.2486601	0.023916293	0.015075059	0.107594535	0.30655128	0.003083751
a11	0.029658759	0.00030800252	0.097327165	0.005032825	0.7484184	0.06955695	0.0029527482	0.03191311	0.011000733	0.0038312916
a31	0.1877959	0.0013995644	0.017484322	0.0009604692	0.31886476	0.04904657	0.041743666	0.20239131	0.17682269	0.003490757
a11	0.039543748	0.003066767	0.1390873	0.0254875	0.66122	0.07482447	0.0050047394	0.041725878	0.0042891493	0.005750534
a31	0.09666985	0.0032400994	0.035420317	0.002515518	0.30094296	0.057340845	0.07028	0.35154986	0.07990287	0.0021377753
a13	0.0104409475	0.018827109	0.18893613	0.09177127	0.4221128	0.062877685	0.024446968	0.14622873	0.011146748	0.023211688
a31	0.08006791	0.0067135044	0.075476244	0.006139169	0.27853376	0.07105365	0.085508905	0.3726298	0.022630848	0.001246173
a18	0.0011995033	0.03261694	0.08674862	0.08379411	0.25730407	0.028890036	0.058469668	0.29702184	0.05252315	0.10143208
a31	0.07393471	0.013839978	0.10817022	0.013713822	0.31089523	0.09499164	0.10224663	0.25687155	0.022880806	0.002455416
a10	0.00033953864	0.029581217	0.031643443	0.0578262	0.22764863	0.013221541	0.04398917	0.25727472	0.117343836	0.22113165
a7	0.08612345	0.019639049	0.1258526	0.01914624	0.43503723	0.105387904	0.1005675	0.0962273	0.010294065	0.0017246476
a31	0.099779874	0.05960004	0.07244465	0.061771605	0.082914084	0.06844775	0.07993535	0.26357153	0.15041289	0.0611222
a20	0.0005320432	0.020723546	0.019068262	0.053145554	0.23896223	0.009865595	0.020371731	0.24661943	0.12536168	0.26534995
a31	0.077305555	0.0700782	0.072644986	0.07545013	0.23819101	0.0707651	0.07401648	0.118944705	0.15703396	0.04556989
</S>	0.0005184983	0.011779413	0.0111640375	0.052051477	0.10227852	0.007755828	0.03860792	0.12142749	0.35784984	0.29656696
