 	hai	già	mangiato	</S>
a31	0.17340104	0.7494659	0.07323834	0.0038946979
a37	0.0017377839	0.81910807	0.1788607	0.0002934553
a31	0.0007292052	0.31937915	0.679708	0.00018358625
a46	0.05507282	0.50878537	0.43374962	0.0023922184
a31	0.018464066	0.17504366	0.8062654	0.0002268718
a39	0.08476597	0.4567612	0.45742425	0.0010485857
a20	0.85549575	0.041483562	0.1027469	0.00027385366
a31	0.91376704	0.020977821	0.059952915	0.005302148
a46	0.11719662	0.24884538	0.57029307	0.06366494
a31	0.7277298	0.03445102	0.20924744	0.02857185
a18	0.46006206	0.19853805	0.18816486	0.1532351
a24	0.302809	0.20819737	0.26193765	0.22705598
a46	0.7870568	0.07322235	0.076789215	0.06293167
</S>	0.39648774	0.17200296	0.25141728	0.18009207
