 	la	casa	la	costruiscono	i	muratori	</S>
a31	0.5037716	0.14559713	0.03688835	0.28414035	0.0072975047	0.0068842834	0.015420835
a18	0.041891698	0.23902428	0.4816902	0.02882695	0.17965904	0.018036721	0.010871077
a31	0.17668523	0.6166629	0.080759585	0.0021397278	0.115638964	0.0038531967	0.004260374
a20	0.44464073	0.16424869	0.19936644	0.03357492	0.12931813	0.025292335	0.0035587237
a31	0.143904	0.73994946	0.024424803	0.001657563	0.08261129	0.0015602118	0.0058926716
a37	0.5290451	0.19897409	0.14400789	0.013618564	0.10149858	0.011192466	0.0016632748
a18	0.5625401	0.30674168	0.009304495	0.029892603	0.08454737	0.0026831797	0.0042904946
a46	0.52370566	0.39501736	0.011248147	0.003427149	0.03954212	0.02266103	0.004398587
a31	0.22938813	0.31951734	0.044653565	0.007760759	0.21799417	0.17534374	0.0053422507
a46	0.10383965	0.0751635	0.6452868	0.0021846786	0.07299558	0.042234875	0.058294915
a31	0.24342448	0.3625572	0.059344262	0.0570175	0.12876694	0.12629081	0.022598773
a46	0.018640893	0.09561943	0.71340084	0.0025534139	0.08569293	0.031150527	0.052941956
a31	0.27899542	0.27702418	0.07045456	0.11822866	0.10264452	0.12830529	0.024347356
a46	0.0067752404	0.17172185	0.63617826	0.0062416797	0.11374633	0.023473777	0.041862894
a31	0.19478765	0.17635399	0.09791746	0.2806928	0.139147	0.088200666	0.022900421
a18	0.007444024	0.21846105	0.46787116	0.018272914	0.19605969	0.036435463	0.055455808
a31	0.12692371	0.20042366	0.12390421	0.3136405	0.13650016	0.08148808	0.017119773
a37	0.0029517314	0.08705403	0.23455708	0.058160964	0.4109415	0.08149125	0.124843486
a13	0.12746523	0.27091372	0.13989201	0.25091866	0.12817639	0.07004663	0.012587399
a31	0.16739395	0.14876927	0.13094282	0.1424761	0.12677164	0.2366568	0.046989456
a20	0.0055562137	0.081755415	0.0803088	0.040890202	0.31340232	0.11666177	0.36142528
a31	0.13763662	0.20555572	0.14134686	0.24881306	0.15850611	0.083917126	0.024224482
a20	0.0012340972	0.044715907	0.09609134	0.09968048	0.29328555	0.14342713	0.32156545
a31	0.1373479	0.18296044	0.14878407	0.31184474	0.15257409	0.048106175	0.018382538
a20	0.00066493225	0.030390924	0.081292026	0.1013026	0.25586954	0.16733862	0.36314133
</S>	0.13456196	0.17420805	0.14762598	0.32247308	0.15867239	0.043312356	0.019146271
