 	non	sapeva	dove	a	stare	</S>
a20	0.97310436	0.015265313	0.0015858366	0.003174168	0.00590006	0.0009701941
a31	0.5322377	0.0101649305	0.40626746	0.012439477	0.00024236196	0.03864804
a37	0.6169389	0.05986018	0.26809287	0.0027853688	0.0004943563	0.051828288
a38	0.49257672	0.0033680052	0.47708902	0.009471647	0.0017431296	0.01575156
a31	0.9334024	0.00011778478	0.06130744	0.004520764	0.00041612252	0.0002353779
a41	0.68038815	0.0011298603	0.30950224	0.0051848446	0.0013966575	0.0023982115
a10	0.3938973	0.00063869794	0.49312153	0.06150763	0.048832342	0.0020024201
a20	0.062452633	0.00060475053	0.85401314	0.059821185	0.020673806	0.0024345012
a9	0.01730995	0.0032151372	0.009511503	0.04897636	0.83559144	0.08539556
</S>	0.00046429085	0.0010021855	0.00090235285	0.016886225	0.82666683	0.15407817
