 	sto	e	cucino	</S>
a31	0.47178018	0.5006728	0.024124626	0.0034224056
a20	0.10561121	0.8801254	0.012435939	0.0018274905
a31	0.05089981	0.94899446	5.9970705e-05	4.580825e-05
a37	0.5373295	0.46249717	0.00014586863	2.7470445e-05
a18	0.07976536	0.9200856	5.0031238e-05	9.902531e-05
a31	0.7722937	0.22731593	2.2554857e-05	0.00036777594
a20	0.5724869	0.42008337	0.0010718395	0.006357917
a31	0.8318604	0.14842157	0.0032335345	0.016484477
a28	0.6629748	0.13502364	0.008416123	0.19358543
a33	0.37540182	0.5111725	0.08146562	0.031960074
a31	0.18207942	0.1017132	0.54873013	0.16747728
</S>	0.18327989	0.21161395	0.06219161	0.54291457
