 	li	vestono	i	genitori	</S>
a31	0.9173899	0.08088312	0.00073468074	0.0009794086	1.27597405e-05
a46	0.00076346146	0.98530585	0.0136742545	0.00024676835	9.675091e-06
a18	0.50485355	0.007515469	0.48332357	0.0039694677	0.00033801617
a35	0.9483377	0.0012145338	0.046791945	0.0027060658	0.00094981334
a15	0.9751433	0.0020552801	0.013582531	0.004090273	0.0051286686
a39	0.8870449	0.004915288	0.022632966	0.020449698	0.064957105
a31	0.61207926	0.0038942464	0.08876898	0.024264826	0.27099267
a11	0.82438266	0.0017898636	0.11788346	0.009664665	0.046279278
a20	0.6901562	0.006332806	0.07943645	0.016438758	0.20763582
a31	0.3106319	0.0525377	0.24149624	0.14753361	0.24780051
a39	0.53163797	0.12066985	0.27891803	0.020334395	0.048439827
a20	0.77906334	0.01410119	0.03053812	0.09950236	0.07679508
a46	0.38799828	0.052148048	0.08270703	0.36213422	0.11501245
a31	0.24575023	0.06397561	0.08840539	0.51173633	0.09013244
a15	0.11126487	0.17239814	0.5131072	0.088097535	0.115132295
a24	0.48671913	0.042224005	0.055294722	0.35312852	0.062633656
a20	0.4980803	0.055388507	0.07914789	0.30128014	0.066103235
a31	0.2664866	0.0634028	0.08639317	0.4438735	0.13984399
a13	0.09853984	0.117030345	0.2556002	0.2069282	0.32190144
a46	0.23575266	0.07795621	0.08923576	0.5047558	0.09229962
a14	0.14126472	0.09640797	0.10602875	0.5694934	0.08680513
a20	0.2744308	0.07174019	0.08528007	0.459515	0.109033994
a31	0.20547383	0.08357077	0.09462568	0.51057565	0.10575413
</S>	0.084524885	0.10121331	0.16449425	0.17579073	0.47397685
