 	quando	divento	vecchia	vendo	la	casa	in	in	Trieste	e	vengo	qui	da	vivere	al	mare	</S>
a31	0.015837206	0.8863147	0.004115754	0.004461877	0.00085236534	0.0011086364	0.0004049038	0.00080039783	0.0027125287	0.01783832	0.0013619525	0.012158914	0.0029535538	0.013067993	0.020958789	0.013979098	0.0010730771
a8	0.003448474	0.035805456	0.52040076	0.10284492	0.12734914	0.042204168	0.00041469547	0.0031106065	5.964631e-05	0.020449663	0.00041113666	0.0004675511	0.00080160727	0.00080503634	0.0026315884	0.13628124	0.0025143127
a31	0.11760476	0.02669026	0.014904562	0.0066355183	0.015476636	0.08799319	0.049156208	0.16751431	1.1994407e-05	0.26609138	0.009213294	0.00096989283	0.00023936268	0.034965742	0.03501822	0.16410597	0.0034087133
a41	0.0070473524	0.003712148	0.01013341	0.5214124	0.05627469	0.11060006	0.02712749	0.095535085	2.8348088e-06	0.05594474	0.0019871297	0.00053090707	5.8694393e-05	0.005551708	0.007969818	0.09489506	0.0012165364
a10	0.019707298	0.0062722727	0.002176501	0.0013428979	0.0024763364	0.018084068	0.010292647	0.04421059	2.4407975e-06	0.46814632	0.0012038382	0.0008120032	5.4930024e-05	0.0656725	0.108636394	0.24801621	0.0028927876
a20	0.05045706	0.009232129	0.010729556	0.007050469	0.0075381207	0.09829027	0.00095611834	0.022542927	5.5083938e-06	0.70810145	0.0017416136	0.016556744	0.0011784633	0.021062005	0.004733623	0.038637288	0.001186638
a31	0.3529294	0.016348366	0.06846877	0.044063494	0.031525556	0.051167674	0.09645284	0.019734342	7.837275e-05	0.300928	0.004088565	0.0017890836	0.00039529777	0.0044338224	0.0020283042	0.0053119906	0.0002560997
a37	0.050829686	0.02249501	0.04605589	0.18782628	0.20813937	0.28051752	0.0028889787	0.008641499	1.3703194e-05	0.18139762	0.0010779945	0.000260958	0.00013082846	0.00053102075	0.00026273713	0.008572987	0.00035789283
a31	0.15064293	0.0036266015	0.08651136	0.13289024	0.13705787	0.09552706	0.11783538	0.033661485	0.00015197943	0.0934065	0.009627058	0.00088996335	0.00018187701	0.0067221257	0.016486079	0.11157307	0.0032083797
a18	0.45970073	0.028230155	0.047780417	0.21605562	0.064060695	0.12551166	0.0021699073	0.011343611	5.5460747e-05	0.03705276	0.0051571974	0.0009891017	0.0003116493	0.00069526717	0.00012799565	0.0004665155	0.00029134276
