 	le	migliori	canzoni	le	puoi	scrivere	la	notte	</S>
a31	0.85908264	0.028021246	0.025169134	0.00915336	0.005687614	0.00078106194	0.032021783	0.036216673	0.003866539
a8	0.0021028067	0.0044079036	0.17586072	0.5336064	0.2439763	6.0688635e-05	0.0012080346	0.037463445	0.0013136703
a31	0.21131888	3.113473e-05	0.0010183156	0.0020978127	0.038860187	8.108292e-05	0.052987017	0.6905033	0.0031023314
a29	0.053126287	0.00036046872	0.0032750794	0.024168355	0.8049748	6.0834896e-06	0.017985044	0.091247655	0.0048562237
a11	0.086910136	1.5346678e-06	0.00016096026	0.00067727	0.13164228	0.00062273105	0.0110812895	0.7604241	0.008479757
a31	0.3759123	5.1007573e-05	0.013810964	0.0052352264	0.050895795	0.008548119	0.047287975	0.49528942	0.002969211
a17	0.005337083	3.4911696e-05	0.01586331	0.076307744	0.87325174	0.00020639933	0.006445706	0.022209425	0.00034371114
a21	0.1746835	0.00019112937	0.00885417	0.030741626	0.34523368	0.003167728	0.009194106	0.42299983	0.0049341875
a24	0.55651075	0.0003772556	0.05124268	0.02020555	0.0808372	0.049852695	0.027072757	0.21186708	0.0020340092
a31	0.16502947	0.0018123758	0.056359664	0.0038642301	0.02878445	0.19381268	0.090264685	0.44635132	0.013721147
a18	0.018007534	6.475037e-05	0.019801402	0.035004944	0.13753824	0.042131945	0.09151973	0.59658587	0.059345588
a31	0.26010936	0.0026524637	0.003300821	0.0021306092	0.20697895	0.040977277	0.050232083	0.4204904	0.013128012
a8	0.020882646	0.00036507958	0.015205914	0.0071226694	0.22908638	0.18965703	0.23171054	0.26245442	0.043515287
a31	0.17450246	0.014080621	0.006657192	0.005499456	0.46134976	0.009705706	0.05088851	0.2664316	0.010884666
a11	0.02839828	0.0022738033	0.052067462	0.022606194	0.24494053	0.24181163	0.1951587	0.17439169	0.03835174
a31	0.38546142	0.054217253	0.01953305	0.00834117	0.15767388	0.017419508	0.117705494	0.22595349	0.013694704
a8	0.018690798	0.015626922	0.11576104	0.12065815	0.45050192	0.056535	0.09016769	0.08318925	0.048869234
a24	0.5146203	0.10726308	0.06376843	0.03417167	0.08789987	0.014016592	0.08543256	0.0840165	0.008810982
a31	0.05514669	0.028529594	0.01511162	0.013521252	0.21805885	0.08076792	0.30554664	0.19184422	0.091473185
a37	0.0048471135	0.00970834	0.019790588	0.037977733	0.11054495	0.10446213	0.19545393	0.3629088	0.15430641
a31	0.2633114	0.10849317	0.087288685	0.06614457	0.147466	0.04280547	0.18412766	0.07832862	0.022034451
a28	0.0038446484	0.10001312	0.093213946	0.19099467	0.06323372	0.16238812	0.065016255	0.12330601	0.19798955
a31	0.22385275	0.18803412	0.1667993	0.14701077	0.11303614	0.028369773	0.09155273	0.02648826	0.014856159
</S>	0.0012564353	0.20832463	0.0921205	0.20501505	0.049236186	0.08262433	0.0521301	0.04727796	0.26201475
