 	vestito	il	mio	fratello	lo	avevo	portato	fuori	con	me	</S>
a14	0.22042552	0.07998311	0.06325984	0.018515287	0.0067467894	0.0035202806	0.013462441	0.50145537	0.0060990774	0.08540898	0.001123303
a6	0.17676687	0.051831946	0.000791287	0.00014476883	0.003563178	0.008133755	0.112945616	0.62388414	0.007048213	0.0014941992	0.013395994
a37	0.002948674	0.0011933015	0.00012056734	6.937771e-05	0.0033277841	0.0012665716	0.04911862	0.93979394	0.00058001926	0.00033857013	0.0012426083
a24	0.00043574185	0.0020186543	0.0103682885	0.001481174	0.44250277	0.34794775	0.017167458	0.13825855	0.004613476	0.024080241	0.0111259185
a28	0.00017592138	0.00070150424	0.0057870266	0.0010443957	0.37268037	0.5255558	0.02450711	0.047688026	0.002394141	0.013692889	0.005772822
a31	0.00020996024	0.002659438	0.02447492	0.00066385174	0.36056858	0.51916105	0.02079645	0.063326985	0.0012212566	0.0037153347	0.0032022079
a46	4.3457123e-05	0.00014966541	0.008799757	0.00020024065	0.31203294	0.047352985	0.48372138	0.1462944	0.0011623597	6.272266e-05	0.00018012768
a8	0.0025654032	0.038193464	0.048378024	0.00021497392	0.30116463	0.043808572	0.05276893	0.5067242	0.0009550547	0.0036921382	0.0015346177
a31	0.00033462208	0.012221346	0.17324151	0.00017871513	0.16269603	0.17094778	0.049233474	0.4154542	0.0044521876	0.0033008882	0.0079392595
a10	1.7195613e-05	7.2150824e-06	0.00055852876	0.0008674728	0.12288495	0.20652859	0.3457933	0.30084458	0.001465211	0.0038111298	0.017221855
a37	0.0021261475	0.010712155	0.006278195	0.0001489942	0.05015276	0.0038068758	0.050195396	0.8679705	0.004292127	0.0012924005	0.0030244368
a10	0.0013561839	0.01661011	0.0380829	0.0006124061	0.041256286	0.01805266	0.056781463	0.79223627	0.025078317	0.003976539	0.0059569688
a17	0.003002998	0.012064113	0.028682942	0.002583707	0.18993466	0.091530345	0.047880646	0.47226766	0.075863555	0.046159957	0.030029451
a20	0.0009696997	0.0037610994	0.005628424	0.00013769258	0.0137674	0.0039335173	0.020742467	0.93761635	0.012093679	0.00045329612	0.0008963955
a31	0.0029801463	0.018738534	0.05067097	0.0017994201	0.037908807	0.0564158	0.15278153	0.39495385	0.1357705	0.04493435	0.10304613
a20	0.00043646726	0.00030073978	0.0026176001	0.010702498	0.1030557	0.067412965	0.4048954	0.13322105	0.105526164	0.05515969	0.11667177
a31	0.0027484188	0.0034543783	0.0076228054	0.0006582631	0.009690427	0.007619884	0.049251538	0.896531	0.019060241	0.0007294297	0.0026336175
a13	0.009803159	0.006762919	0.041223474	0.1391624	0.12540482	0.08296005	0.18546593	0.1878851	0.15659004	0.016257333	0.048484772
a10	0.035802543	0.053923316	0.14151502	0.021890394	0.07286584	0.04069437	0.06652465	0.52635795	0.027311817	0.004244958	0.0088691665
a31	0.036490537	0.11875922	0.17318249	0.044236794	0.13753325	0.07767198	0.043605782	0.14085788	0.13188694	0.016234512	0.07954062
a17	0.0032284057	0.0055596074	0.023797883	0.0839822	0.15385327	0.101687014	0.015233782	0.0030343053	0.23246685	0.012854265	0.3643025
</S>	0.12781687	0.13547254	0.19551198	0.11875456	0.116747655	0.04683574	0.05755227	0.15909585	0.014626791	0.012032084	0.015553636
