 	mia	sorella	quest	anno	che	viene	vuole	diventare	dottoressa	</S>
a31	0.5871537	0.019113705	0.049023427	0.04769828	0.011537361	0.002952487	0.05406398	0.22449838	0.0023786244	0.0015800027
a41	0.0011583639	0.0009942423	0.60051244	0.25978816	0.047006175	3.8382373e-06	0.012288775	0.07690519	0.00061764446	0.0007251584
a31	0.03398722	7.6248476e-08	0.0014834478	0.005618673	0.014501097	0.00018499036	0.8700741	0.072507486	0.00017162823	0.0014713057
a20	0.024608787	7.644133e-06	0.003138557	0.03113876	0.30895993	0.00014494413	0.31086197	0.32084513	5.4618253e-05	0.00023968608
a31	0.011695657	1.008828e-06	0.004133031	0.018588295	0.01315285	0.0036544842	0.63017046	0.31711042	0.00014579808	0.0013479794
a37	0.013459002	2.677137e-06	0.008690398	0.11600366	0.13877718	0.0018362822	0.17974521	0.5414461	1.6563483e-05	2.2906774e-05
a16	0.024520345	7.0238726e-05	0.0731903	0.121251084	0.16983224	0.021374688	0.34584308	0.21938777	0.0031628748	0.02136725
a35	0.39568406	2.8232183e-05	0.13970712	0.18433344	0.031870965	0.02179587	0.08040072	0.13175583	0.010392292	0.004031511
a24	0.17431848	1.9332745e-05	0.24359743	0.11929996	0.049900908	0.015956929	0.16387695	0.21023819	0.02071181	0.002080075
a31	0.04992244	5.449458e-05	0.15888648	0.048656028	0.032841694	0.03298352	0.17993201	0.15102418	0.32479435	0.020904716
a39	0.0012614571	4.805927e-06	0.004416733	0.037300445	0.056745976	0.018868787	0.13274685	0.7166724	0.011252625	0.020729952
a31	0.061710976	3.8931183e-05	0.016155697	0.046591014	0.16057499	0.00777213	0.1350293	0.5683431	0.0020968236	0.0016870833
a20	0.00045730328	9.590937e-06	0.0016989015	0.026685257	0.06712103	0.022344142	0.09955898	0.77398014	0.0031636818	0.0049809427
a31	0.07464044	0.0002490007	0.013199316	0.031763777	0.1932189	0.010465066	0.10278497	0.5648307	0.004226302	0.0046215425
a3	0.00053522363	4.4549404e-05	0.0014333904	0.011630516	0.077922374	0.02562899	0.16554864	0.71480316	0.00082324306	0.0016300136
a20	0.20391423	0.0013752073	0.019211851	0.038636178	0.2755281	0.03278322	0.08986831	0.31053528	0.019223765	0.00892385
a31	0.05076079	0.0026961768	0.016776752	0.02117882	0.12827381	0.08981033	0.24939391	0.33042413	0.05388863	0.05679666
a37	0.0012397008	0.00010414482	0.0017622978	0.00748622	0.03613762	0.09793217	0.19678175	0.64493173	0.0018791399	0.011745353
a31	0.108909346	0.002086799	0.012671514	0.022467686	0.22916424	0.011203858	0.079247214	0.5189772	0.0118891625	0.003382919
a20	0.0013553121	0.0015141274	0.006378241	0.0055381726	0.038658567	0.027538016	0.15208524	0.7611289	0.0012969978	0.0045063603
a28	0.16953214	0.012957779	0.043567035	0.043713193	0.28216916	0.025170073	0.07751568	0.31940493	0.020165788	0.005804203
a31	0.02409577	0.0141557455	0.019877845	0.018611459	0.14395948	0.02766092	0.068405434	0.6420727	0.028455537	0.012705063
a20	0.0007996692	0.005121728	0.009859884	0.003433136	0.017384546	0.026885094	0.121705785	0.78352016	0.0049236533	0.026366346
a31	0.134569	0.03302769	0.05861647	0.059166305	0.20731361	0.042215306	0.13236032	0.30676535	0.01985648	0.0061094495
a33	0.0016779625	0.043855045	0.07841648	0.01966537	0.04130233	0.060836088	0.22566862	0.37559086	0.03130594	0.12168129
</S>	0.15121695	0.12392755	0.13353556	0.1322212	0.13976908	0.108559914	0.052532207	0.12853067	0.01748041	0.012226428
