 	vengono	vestiti	dai	genitori	</S>
a31	0.03633917	0.028684897	0.91392004	0.0206364	0.00041945284
a46	0.21315782	0.15391041	0.5329088	0.099005766	0.0010171634
a18	0.0016844168	0.048201814	0.8913319	0.057982568	0.00079933833
a31	2.139253e-05	0.0064494833	0.9534929	0.0383424	0.0016939015
a11	1.5189212e-05	0.0010584558	0.9813654	0.01741496	0.00014617364
a31	0.0054007	0.18397564	0.46005112	0.34010747	0.010465109
a39	6.0821945e-05	0.0016200318	0.99222237	0.0053324257	0.0007643073
a31	0.01649907	0.13567501	0.38374293	0.4523571	0.011725876
a35	0.0037375216	0.06407736	0.80800253	0.06705266	0.05712984
a31	0.21131438	0.22839491	0.34063357	0.19462031	0.025036855
a18	0.006798935	0.10806835	0.76068944	0.052712426	0.07173075
a0	0.45529458	0.0677092	0.38465816	0.07336724	0.018970734
a31	0.1347425	0.05838016	0.6852467	0.10799125	0.013639381
a37	0.013575291	0.009008027	0.9408528	0.030001653	0.006562141
a20	0.03258768	0.022258967	0.8573703	0.08575711	0.002025986
a31	0.057180237	0.03410561	0.46945444	0.40770185	0.031557996
a41	0.018330958	0.10454357	0.67094237	0.12410925	0.08207386
a20	0.0366266	0.03144258	0.80183893	0.12522063	0.0048712944
a31	0.1673341	0.11959433	0.23364195	0.3750879	0.10434177
a20	0.046033997	0.24275605	0.12940781	0.26569602	0.3161061
a39	0.13062505	0.12191362	0.45180088	0.26400605	0.031654373
a46	0.19688487	0.17821635	0.20599617	0.29221138	0.12669119
a41	0.22383113	0.20260489	0.20993407	0.22655858	0.13707128
</S>	0.20869355	0.18950151	0.2017083	0.24284743	0.15724917
