 	se	vieni	alle	sette	ancora	non	è	pronto	</S>
a10	0.41375154	0.193515	0.19467375	0.08847334	0.022649162	0.057348333	0.018834833	0.009905969	0.0008481088
a15	0.002799503	0.021294959	0.007267184	0.025838826	0.4316683	0.5094019	0.0008419383	9.063364e-06	0.0008782963
a31	0.020462817	0.237622	0.028913543	0.021421863	0.3110489	0.38029453	2.583031e-05	2.161275e-06	0.00020843386
a21	0.037252106	0.0039473176	0.018527012	0.662567	0.20228708	0.036591526	3.5209276e-05	1.8957911e-05	0.03877376
a31	0.024584886	0.18776612	0.022227343	0.016649328	0.1892174	0.55880547	0.00018838499	5.080749e-06	0.0005559881
a8	0.01411699	0.0051971306	0.0326651	0.56396735	0.20536476	0.14720401	0.00020493101	7.7756704e-05	0.031202001
a31	0.13802679	0.14634225	0.04355135	0.104903966	0.21345717	0.34811965	0.002785678	6.870337e-05	0.002744484
a20	0.008006035	0.00134221	0.0021085804	0.07777017	0.40254498	0.5073895	0.0005164377	1.1121911e-05	0.00031096995
a39	0.032584667	0.002809259	0.006978725	0.06047612	0.71103376	0.18172823	0.0014946464	0.00020880293	0.002685752
a20	0.50773644	0.029969307	0.05899852	0.14392641	0.08219699	0.08725925	0.06847695	0.0058124396	0.015623684
a46	0.12516311	0.084493436	0.18490672	0.41788223	0.035085153	0.09171912	0.025441103	0.0022061982	0.033102974
a31	0.0076682963	0.08609212	0.4819009	0.14501284	0.08294707	0.18131618	0.0022244768	0.00022025492	0.012617828
a39	0.0061171404	0.000708688	0.0057684244	0.13412097	0.4439717	0.2685455	0.04642273	0.029097978	0.065246835
a31	0.004549778	0.085615896	0.07695895	0.05211098	0.45449343	0.31529585	0.0029484613	0.0013175537	0.006709109
a20	0.0016442935	0.0016612709	0.003973796	0.12093749	0.3867937	0.44065356	0.028026605	0.0025162406	0.013793026
a31	0.011975612	0.21915606	0.08475108	0.05330685	0.4126286	0.17488115	0.011549455	0.0103700785	0.02138119
a46	0.0048806737	0.012785787	0.030289669	0.07453201	0.13720267	0.61436576	0.08221015	0.008215658	0.0355176
a31	0.031917345	0.42584106	0.12957479	0.07343765	0.14939179	0.03622432	0.041503355	0.0751116	0.03699805
a46	0.014748993	0.018969787	0.14289224	0.15577425	0.08019321	0.117687225	0.10931298	0.053946592	0.3064747
</S>	0.072986245	0.29051408	0.13526545	0.07148779	0.07492535	0.010323967	0.08080513	0.21733116	0.046360858
